Address,Building Name,Zip Code,Sub-Market,Bed,Bath,Avg SF,# Units,Mix %,Units Available - Units,Units Available - Percent,Avg Asking Rent/Unit,Avg Asking Rent/SF,Avg Effective Rent/Unit,Avg Effective Rent/SF,Concessions - %,Year Built,Year Renovated,Units,Land (Acres),Vacancy %,Washer/Dryer,Walk in Closet,Hardwood/Vinyl Floor,Balcony,Walk Score,Transit Score,1-Mile Population,1-Mile Median Household Income,Miles from Domain,Miles fom Downtown,,
6307 Bluff Springs Rd,Saratoga Ridge,78744,Bluff Springs MF,1,1,650,78,0.34,4,0.051,985,1.52,977,1.5,0.008,1995,,229,8.73,5.7,Yes in unit,1,1,1,55,47,26637,47099,19.22,7.18,,
6307 Bluff Springs Rd,Saratoga Ridge,78744,Bluff Springs MF,1,1,716,62,0.37,3,0.048,950,1.33,942,1.32,0.008,1995,,229,8.73,5.7,Yes in unit,1,1,1,55,47,26637,47099,19.22,7.18,,
6307 Bluff Springs Rd,Saratoga Ridge,78744,Bluff Springs MF,1,1,755,20,0.08,3,0.15,999,1.32,991,1.31,0.008,1995,,229,8.73,5.7,Yes in unit,1,1,1,55,47,26637,47099,19.22,7.18,,
6307 Bluff Springs Rd,Saratoga Ridge,78744,Bluff Springs MF,2,1,978,30,0.13,4,0.133,1220,1.25,1220,1.25,0,1995,,229,8.73,5.7,Yes in unit,1,1,1,55,47,26637,47099,19.22,7.18,,
6307 Bluff Springs Rd,Saratoga Ridge,78744,Bluff Springs MF,2,2,"1,116",39,0.17,8,0.205,1320,1.18,1320,1.18,0,1995,,229,8.73,5.7,Yes in unit,1,1,1,55,47,26637,47099,19.22,7.18,,
6503 Bluff Springs Rd,Mission Reilly Ridge,78744,Bluff Springs MF,1,1,570,96,0.32,6,0.063,797,1.4,797,1.4,0,1987,,300,12.3,6,Yes in unit,0,1,1,55,47,25772,47180,19.12,7.08,,
6503 Bluff Springs Rd,Mission Reilly Ridge,78744,Bluff Springs MF,1,1,630,72,0.24,2,0.028,886,1.41,886,1.41,0,1987,,300,12.3,6,Yes in unit,0,1,1,55,47,25772,47180,19.12,7.08,,
6503 Bluff Springs Rd,Mission Reilly Ridge,78744,Bluff Springs MF,1,1,716,48,0.16,6,0.125,815,1.14,815,1.14,0,1987,,300,12.3,6,Yes in unit,0,1,1,55,47,25772,47180,19.12,7.08,,
6503 Bluff Springs Rd,Mission Reilly Ridge,78744,Bluff Springs MF,2,2,991,84,0.28,6,0.071,1038,1.05,1038,1.05,0,1987,,300,12.3,6,Yes in unit,0,1,1,55,47,25772,47180,19.12,7.08,,
7100 Bluff Springs Rd,Bluff Springs Townhomes,78744,Bluff Springs MF,2,2.5,994,6,0.058,1,0.167,1099,1.11,1099,1.11,0,1985,,104,5.31,1.9,no,1,1,1,35,40,20306,47528,19.43,7.39,,
7100 Bluff Springs Rd,Bluff Springs Townhomes,78744,Bluff Springs MF,2,2.5,999,31,0.298,1,0.32,1118,1.12,1118,1.12,0,1985,,104,5.31,1.9,no,1,1,1,35,40,20306,47528,19.43,7.39,,
7100 Bluff Springs Rd,Bluff Springs Townhomes,78744,Bluff Springs MF,2,2.5,"1,000",16,0.154,0,0,1124,1.12,1124,1.12,0,1985,,104,5.31,1.9,no,1,1,1,35,40,20306,47528,19.43,7.39,,
7100 Bluff Springs Rd,Bluff Springs Townhomes,78744,Bluff Springs MF,2,2.5,"1,001",44,0.423,1,0.023,1126,1.13,1126,1.13,0,1985,,104,5.31,1.9,no,1,1,1,35,40,20306,47528,19.43,7.39,,
7100 Bluff Springs Rd,Bluff Springs Townhomes,78744,Bluff Springs MF,2,2.5,"1,003",2,0.019,1,0.5,1099,1.1,1099,1.1,0,1985,,104,5.31,1.9,no,1,1,1,35,40,20306,47528,19.43,7.39,,
7100 Bluff Springs Rd,Bluff Springs Townhomes,78744,Bluff Springs MF,2,2.5,"1,004",5,0.048,0,0,1149,1.14,1149,1.14,0,1985,,104,5.31,1.9,no,1,1,1,35,40,20306,47528,19.43,7.39,,
7330 Bluff Springs Rd,Concord,78744,Bluff Springs MF,1,1,750,72,0.208,10,0.139,1019,1.36,1009,1.35,0.01,2016,,346,20.88,26.9,Yes in unit,0,1,1,29,36,16908,48547,22.06,10.03,,
7330 Bluff Springs Rd,Concord,78744,Bluff Springs MF,1,1,850,70,0.202,10,0.143,1130,1.33,1119,1.32,0.01,2016,,346,20.88,26.9,Yes in unit,0,1,1,29,36,16908,48547,22.06,10.03,,
7330 Bluff Springs Rd,Concord,78744,Bluff Springs MF,2,2,"1,100",117,0.338,10,0.086,1290,1.17,1277,1.16,0.01,2016,,346,20.88,26.9,Yes in unit,0,1,1,29,36,16908,48547,22.06,10.03,,
7330 Bluff Springs Rd,Concord,78744,Bluff Springs MF,2,2,"1,200",18,0.052,8,0.444,1618,1.35,1602,1.33,0.01,2016,,346,20.88,26.9,Yes in unit,0,1,1,29,36,16908,48547,22.06,10.03,,
7330 Bluff Springs Rd,Concord,78744,Bluff Springs MF,3,2,"1,350",69,0.199,18,0.261,1768,1.31,1751,1.3,0.01,2016,,346,20.88,26.9,Yes in unit,0,1,1,29,36,16908,48547,22.06,10.03,,
8300 Bluff Springs Rd,Terra,78744,Bluff Springs MF,1,1,586,60,0.161,29,0.483,1152,1.97,1056,1.8,0.083,2018,,372,0,51.1,no,0,1,0,6,13,10532,62008,20.47,8.43,,
8300 Bluff Springs Rd,Terra,78744,Bluff Springs MF,1,1,666,78,0.21,46,0.59,1268,1.9,1162,1.75,0.083,2018,,372,0,51.1,no,0,1,0,6,13,10532,62008,20.47,8.43,,
8300 Bluff Springs Rd,Terra,78744,Bluff Springs MF,1,1,745,48,0.129,18,0.375,1303,1.75,1195,1.6,0.083,2018,,372,0,51.1,no,0,1,0,6,13,10532,62008,20.47,8.43,,
8300 Bluff Springs Rd,Terra,78744,Bluff Springs MF,1,1,837,8,0.022,0,0,1210,1.45,1109,1.32,0.083,2018,,372,0,51.1,no,0,1,0,6,13,10532,62008,20.47,8.43,,
8300 Bluff Springs Rd,Terra,78744,Bluff Springs MF,1,1,854,48,0.129,15,0.313,1201,1.41,1101,1.29,0.083,2018,,372,0,51.1,no,0,1,0,6,13,10532,62008,20.47,8.43,,
8300 Bluff Springs Rd,Terra,78744,Bluff Springs MF,2,2,"1,116",72,0.194,43,0.597,1473,1.32,1351,1.21,0.083,2018,,372,0,51.1,no,0,1,0,6,13,10532,62008,20.47,8.43,,
8300 Bluff Springs Rd,Terra,78744,Bluff Springs MF,2,2,"1,142",52,0.14,21,0.404,1491,1.31,1366,1.2,0.083,2018,,372,0,51.1,no,0,1,0,6,13,10532,62008,20.47,8.43,,
8300 Bluff Springs Rd,Terra,78744,Bluff Springs MF,3,2,"1,445",6,0.016,0,0,1788,1.24,1639,1.13,0.083,2018,,372,0,51.1,no,0,1,0,6,13,10532,62008,20.47,8.43,,
515 E Slaughter Ln,Old California,78744,Bluff Springs MF,1,1,680,3,1.20%,0,0.00%,"$1,100 ",$1.62 ,"$1,094 ",$1.61 ,0.05,2017,,256,12.38,2.3,Yes but not in unit,0,0,1,32,39,,,21.28,9.25,,
515 E Slaughter Ln,Old California,78744,Bluff Springs MF,1,1,691,77,0.301,2,0.026,965,1.4,960,1.39,0.05,2017,,256,12.38,2.3,Yes but not in unit,0,0,1,32,39,,,21.28,9.25,,
515 E Slaughter Ln,Old California,78744,Bluff Springs MF,1,1,740,1,0.004,0,0,1405,1.9,1398,1.89,0.05,2017,,256,12.38,2.3,Yes but not in unit,0,0,1,32,39,,,21.28,9.25,,
515 E Slaughter Ln,Old California,78744,Bluff Springs MF,1,1,900,78,0.305,3,0.039,1157,1.29,1151,1.28,0.05,2017,,256,12.38,2.3,Yes but not in unit,0,0,1,32,39,,,21.28,9.25,,
515 E Slaughter Ln,Old California,78744,Bluff Springs MF,1,1,"1,080",10,0.039,0,0,1410,1.31,1403,1.3,0.05,2017,,256,12.38,2.3,Yes but not in unit,0,0,1,32,39,,,21.28,9.25,,
515 E Slaughter Ln,Old California,78744,Bluff Springs MF,1,2,680,51,0.199,2,0.039,950,1.4,945,1.39,0.05,2017,,256,12.38,2.3,Yes but not in unit,0,0,1,32,39,,,21.28,9.25,,
515 E Slaughter Ln,Old California,78744,Bluff Springs MF,2,2,"1,080",11,0.043,0,0,1416,1.31,1406,1.3,0.07,2017,,256,12.38,2.3,Yes but not in unit,0,0,1,32,39,,,21.28,9.25,,
515 E Slaughter Ln,Old California,78744,Bluff Springs MF,2,2,"1,132",1,0.004,0,0,1451,1.28,1440,1.27,0.08,2017,,256,12.38,2.3,Yes but not in unit,0,0,1,32,39,,,21.28,9.25,,
515 E Slaughter Ln,Old California,78744,Bluff Springs MF,2,2,"1,260",24,0.094,3,0.125,1455,1.15,1444,1.15,0.07,2017,,256,12.38,2.3,Yes but not in unit,0,0,1,32,39,,,21.28,9.25,,
7707 S Interstate 35 Hwy,Waters At Bluff Springs,78744,Bluff Springs MF,1,1,564,36,0.12,6,0.167,855,1.52,851,1.51,0.05,2001,,300,30.04,2.7,Yes but not in unit,1,1,1,15,33,15393,49525,21.92,9.88,,
7707 S Interstate 35 Hwy,Waters At Bluff Springs,78744,Bluff Springs MF,1,1,615,36,0.12,4,0.111,885,1.44,881,1.43,0.05,2001,,300,30.04,2.7,Yes but not in unit,1,1,1,15,33,15393,49525,21.92,9.88,,
7707 S Interstate 35 Hwy,Waters At Bluff Springs,78744,Bluff Springs MF,1,1,723,72,0.24,6,0.083,926,1.28,922,1.27,0.05,2001,,300,30.04,2.7,Yes but not in unit,1,1,1,15,33,15393,49525,21.92,9.88,,
7707 S Interstate 35 Hwy,Waters At Bluff Springs,78744,Bluff Springs MF,2,2,845,72,0.24,6,0.083,1045,1.24,1040,1.23,0.05,2001,,300,30.04,2.7,Yes but not in unit,1,1,1,15,33,15393,49525,21.92,9.88,,
7707 S Interstate 35 Hwy,Waters At Bluff Springs,78744,Bluff Springs MF,2,2,963,72,0.24,2,0.028,1135,1.18,1130,1.17,0.05,2001,,300,30.04,2.7,Yes but not in unit,1,1,1,15,33,15393,49525,21.92,9.88,,
7707 S Interstate 35 Hwy,Waters At Bluff Springs,78744,Bluff Springs MF,3,2,"1,035",12,0.04,0,0,1429,1.38,1423,1.37,0.05,2001,,300,30.04,2.7,Yes but not in unit,1,1,1,15,33,25149,48017,19.39,7.35,,
1704 Nelms Dr,Sunrise Bluffs ,78744,Bluff Springs MF,0,1,450,27,0.071,5,0.185,830,1.84,761,1.69,0.083,1996,,382,14.87,7.6,Yes in unit,1,0,1,55,46,25149,48017,19.39,7.35,,
1704 Nelms Dr,Sunrise Bluffs ,78744,Bluff Springs MF,1,1,508,87,0.228,7,0.081,799,1.57,793,1.56,0.08,1996,,382,14.87,7.6,Yes in unit,1,0,1,55,46,25149,48017,19.39,7.35,,
1704 Nelms Dr,Sunrise Bluffs ,78744,Bluff Springs MF,1,1,660,98,0.257,1,0.01,860,1.3,853,1.29,0.08,1996,,382,14.87,7.6,Yes in unit,1,0,1,55,46,25149,48017,19.39,7.35,,
1704 Nelms Dr,Sunrise Bluffs ,78744,Bluff Springs MF,2,1,874,54,0.141,1,0.019,1045,1.2,958,1.1,0.083,1996,,382,14.87,7.6,Yes in unit,1,0,1,55,46,25149,48017,19.39,7.35,,
1704 Nelms Dr,Sunrise Bluffs ,78744,Bluff Springs MF,2,2,960,42,0.11,4,0.095,1130,1.18,1036,1.08,0.083,1996,,382,14.87,7.6,Yes in unit,1,0,1,55,46,25149,48017,19.39,7.35,,
1704 Nelms Dr,Sunrise Bluffs ,78744,Bluff Springs MF,2,2,998,47,0.123,2,0.043,1150,1.15,1054,1.06,0.083,1996,,382,14.87,7.6,Yes in unit,1,0,1,55,46,25149,48017,19.39,7.35,,
1704 Nelms Dr,Sunrise Bluffs ,78744,Bluff Springs MF,2,2,"1,196",27,0.071,7,0.259,1199,1,1099,0.92,0.083,1996,,382,14.87,7.6,Yes in unit,1,0,1,55,46,25149,48017,19.39,7.35,,
1701 Oak Hill Ln,Southpark Crossing,78744,Bluff Springs MF,1,1,625,68,0.221,0,0,950,1.52,946,1.51,0.05,2016,,308,16.43,2.9,no,0,1,1,33,42,10605,69163,23.16,11.12,,
1701 Oak Hill Ln,Southpark Crossing,78744,Bluff Springs MF,1,1,695,88,0.286,4,0.046,1020,1.47,1015,1.46,0.05,2016,,308,16.43,2.9,no,0,1,1,33,42,10605,69163,23.16,11.12,,
1701 Oak Hill Ln,Southpark Crossing,78744,Bluff Springs MF,2,2,975,76,0.247,2,0.026,1270,1.3,1264,1.3,0.05,2016,,308,16.43,2.9,no,0,1,1,33,42,10605,69163,23.16,11.12,,
1701 Oak Hill Ln,Southpark Crossing,78744,Bluff Springs MF,2,2,"1,075",76,0.247,10,0.132,1320,1.23,1314,1.22,0.05,2016,,308,16.43,2.9,no,0,1,1,33,42,10605,69163,23.16,11.12,,
515 E Slaughter Ln,Still Waters at Southpark Meadows,78744,Bluff Springs MF,1,1,568,46,0.18,8,0.174,958,1.69,922,1.62,0.038,2017,,256,12.38,18,no,0,1,1,20,34,8371,69816,21.28,9.25,,
515 E Slaughter Ln,Still Waters at Southpark Meadows,78744,Bluff Springs MF,1,1,705,74,0.289,15,0.203,988,1.4,951,1.35,0.038,2017,,256,12.38,18,no,0,1,1,20,34,8371,69816,21.28,9.25,,
515 E Slaughter Ln,Still Waters at Southpark Meadows,78744,Bluff Springs MF,1,1,782,66,0.258,12,0.182,1033,1.32,994,1.27,0.038,2017,,256,12.38,18,no,0,1,1,20,34,8371,69816,21.28,9.25,,
515 E Slaughter Ln,Still Waters at Southpark Meadows,78744,Bluff Springs MF,1,1,896,24,0.094,4,0.167,1083,1.21,1042,1.16,0.038,2017,,256,12.38,18,no,0,1,1,20,34,8371,69816,21.28,9.25,,
515 E Slaughter Ln,Still Waters at Southpark Meadows,78744,Bluff Springs MF,2,2,"1,061",34,0.133,6,0.177,1316,1.24,1273,1.2,0.033,2017,,256,12.38,18,no,0,1,1,20,34,8371,69816,21.28,9.25,,
515 E Slaughter Ln,Still Waters at Southpark Meadows,78744,Bluff Springs MF,2,2,"1,234",12,0.047,2,0.167,1369,1.11,1324,1.07,0.033,2017,,256,12.38,18,no,0,1,1,20,34,8371,69816,21.28,9.25,,
2302 E William Cannon Dr,Spring Valley Apartments,78744,Bluff Springs MF,2,2,926,104,0.452,11,0.106,1040,1.12,1040,1.12,0,2001,,230,18.63,7.8,Yes but not in unit,0,0,1,32,42,25785,46271,19.68,7.65,,
2302 E William Cannon Dr,Spring Valley Apartments,78744,Bluff Springs MF,3,2,"1,029",103,0.448,9,0.087,1120,1.09,1120,1.09,0,2001,,230,18.63,7.8,Yes but not in unit,0,0,1,32,42,25785,46271,19.68,7.65,,
2302 E William Cannon Dr,Spring Valley Apartments,78744,Bluff Springs MF,4,2,"1,193",23,0.1,4,0.174,1285,1.08,1285,1.08,0,2001,,230,18.63,7.8,Yes but not in unit,0,0,1,32,42,25785,46271,19.68,7.65,,
8001 S IH 35,Ethos Apartments,78744,Bluff Springs MF,1,1,625,72,0.194,3,0.042,1010,1.62,1010,1.62,0,2014,,372,53.9,9.4,no,1,0,0,11,29,13349,56579,21.87,9.83,,
8001 S IH 35,Ethos Apartments,78744,Bluff Springs MF,1,1,780,60,164,3,0.05,1060,1.36,1060,1.36,0,2014,,372,53.9,10.4,no,1,0,0,11,29,13349,56579,21.87,9.83,,
8001 S IH 35,Ethos Apartments,78744,Bluff Springs MF,1,1,811,60,0.161,3,0.05,1135,1.4,1135,1.4,0,2014,,372,53.9,11.4,no,1,0,0,11,29,13349,56579,21.87,9.83,,
8001 S IH 35,Ethos Apartments,78744,Bluff Springs MF,1,1,905,45,0.121,1,0.022,1265,1.4,1265,1.4,0,2014,,372,53.9,12.4,no,1,0,0,11,29,13349,56579,21.87,9.83,,
8001 S IH 35,Ethos Apartments,78744,Bluff Springs MF,2,2,986,28,0.075,0,0,1185,1.2,1185,1.2,0,2014,,372,53.9,13.4,no,1,0,0,11,29,13349,56579,21.87,9.83,,
8001 S IH 35,Ethos Apartments,78744,Bluff Springs MF,2,2,"1,033",8,0.02,1,0.12,1238,1.2,1238,1.2,0,2014,,372,53.9,14.4,no,1,0,0,11,29,13349,56579,21.87,9.83,,
8001 S IH 35,Ethos Apartments,78744,Bluff Springs MF,2,2,"1,050",8,0.022,3,0.375,1396,1.33,1396,1.33,0,2014,,372,53.9,15.4,no,1,0,0,11,29,13349,56579,21.87,9.83,,
8001 S IH 35,Ethos Apartments,78744,Bluff Springs MF,2,2,"1,064",8,0.022,0,0,1345,1.26,1345,1.26,0,2014,,372,53.9,16.4,no,1,0,0,11,29,13349,56579,21.87,9.83,,
8001 S IH 35,Ethos Apartments,78744,Bluff Springs MF,2,2,"1,136",36,0.097,3,0.083,1378,1.21,1378,1.21,0,2014,,372,53.9,17.4,no,1,0,0,11,29,13349,56579,21.87,9.83,,
8001 S IH 35,Ethos Apartments,78744,Bluff Springs MF,2,2,"1,156",16,0.043,3,0.188,1415,1.22,1415,1.22,0,2014,,372,53.9,18.4,no,1,0,0,11,29,13349,56579,21.87,9.83,,
8001 S IH 35,Ethos Apartments,78744,Bluff Springs MF,2,2,"1,171",1,0.03,0,0,1475,1.32,1475,1.22,0,2014,,372,53.9,19.4,no,1,0,0,11,29,13349,56579,21.87,9.83,,
8001 S IH 35,Ethos Apartments,78744,Bluff Springs MF,2,2,"1,180",4,0.011,1,0.25,1585,1.34,1585,1.34,0,2014,,372,53.9,20.4,no,1,0,0,11,29,13349,56579,21.87,9.83,,
8001 S IH 35,Ethos Apartments,78744,Bluff Springs MF,2,2,"1,203",4,0.011,5,0.5,1468,1.22,1468,1.22,0,2014,,372,53.9,21.4,no,1,0,0,11,29,13349,56579,21.87,9.83,,
8001 S IH 35,Ethos Apartments,78744,Bluff Springs MF,2,2,"1,233",4,0.011,1,0.25,1465,1.19,1465,1.19,0,2014,,372,53.9,22.4,no,1,0,0,11,29,13349,56579,21.87,9.83,,
8001 S IH 35,Ethos Apartments,78744,Bluff Springs MF,3,2,"1,375",18,0.048,2,0.11,1645,1.2,1505,1.1,0.008,2014,,372,53.9,23.4,no,1,0,0,11,29,13349,56579,21.87,9.83,,
8003 S IH-35,Bexley 3FIVE,78744,Bluff Springs MF,1,1,572,20,0.059,2,0.1,1101,1.92,1,1.92,0,2015,,338,160,2.7,no,1,1,0,2,26,12394,59977,21.73,9.69,,
8003 S IH-35,Bexley 3FIVE,78744,Bluff Springs MF,1,1,625,20,0.059,10,0.5,1065,1.7,1065,1.7,0,2015,,338,160,2.7,no,1,1,0,2,26,12394,59977,21.73,9.69,,
8003 S IH-35,Bexley 3FIVE,78744,Bluff Springs MF,1,1,780,19,0.056,2,0.211,1049,1.34,1049,1.34,0,2015,,338,160,2.7,no,1,1,0,2,26,12394,59977,21.73,9.69,,
8003 S IH-35,Bexley 3FIVE,78744,Bluff Springs MF,1,1,811,16,0.056,5,0.263,1112,1.37,1112,1.37,0,2015,,338,160,2.7,no,1,1,0,2,26,12394,59977,21.73,9.69,,
8003 S IH-35,Bexley 3FIVE,78744,Bluff Springs MF,2,2,"1,009",20,0.059,2,0.1,1449,1.44,1413,1.4,0.025,2015,,338,160,2.7,no,1,1,0,2,26,12394,59977,21.73,9.69,,
8003 S IH-35,Bexley 3FIVE,78744,Bluff Springs MF,2,2,"1,033",20,0.059,0,0,1306,1.26,1273,1.23,0.025,2015,,338,160,2.7,no,1,1,0,2,26,12394,59977,21.73,9.69,,
8003 S IH-35,Bexley 3FIVE,78744,Bluff Springs MF,2,2,"1,050",20,0.059,0,0,1431,1.36,1395,1.33,0.025,2015,,338,160,2.7,no,1,1,0,2,26,12394,59977,21.73,9.69,,
8003 S IH-35,Bexley 3FIVE,78744,Bluff Springs MF,2,2,"1,064",20,0.059,2,0.1,1299,1.22,1267,1.19,0.025,2015,,338,160,2.7,no,1,1,0,2,26,12394,59977,21.73,9.69,,
8003 S IH-35,Bexley 3FIVE,78744,Bluff Springs MF,2,2,"1,097",20,0.059,2,0.1,1351,1.23,1317,1.2,0.025,2015,,338,160,2.7,no,1,1,0,2,26,12394,59977,21.73,9.69,,
8003 S IH-35,Bexley 3FIVE,78744,Bluff Springs MF,2,2,"1,136",20,0.059,4,0.2,1453,1.28,1417,1.25,0.025,2015,,338,160,2.7,no,1,1,0,2,26,12394,59977,21.73,9.69,,
8003 S IH-35,Bexley 3FIVE,78744,Bluff Springs MF,2,2,"1,156",20,0.059,0,0,1399,1.21,1364,1.18,0.025,2015,,338,160,2.7,no,1,1,0,2,26,12394,59977,21.73,9.69,,
8003 S IH-35,Bexley 3FIVE,78744,Bluff Springs MF,2,2,"1,171",20,0.059,1,0.05,1325,1.13,1292,1.1,0.025,2015,,338,160,2.7,no,1,1,0,2,26,12394,59977,21.73,9.69,,
8003 S IH-35,Bexley 3FIVE,78744,Bluff Springs MF,2,2,"1,180",20,0.059,0,0,1504,1.27,1466,1.24,0.025,2015,,338,160,2.7,no,1,1,0,2,26,12394,59977,21.73,9.69,,
8003 S IH-35,Bexley 3FIVE,78744,Bluff Springs MF,2,2,"1,203",20,0.059,0,0,1429,1.19,1393,1.16,0.025,2015,,338,160,2.7,no,1,1,0,2,26,12394,59977,21.73,9.69,,
8003 S IH-35,Bexley 3FIVE,78744,Bluff Springs MF,2,2,"1,233",20,0.059,0,0,1433,1.16,1398,1.13,0.025,2015,,338,160,2.7,no,1,1,0,2,26,12394,59977,21.73,9.69,,
8003 S IH-35,Bexley 3FIVE,78744,Bluff Springs MF,3,2,"1,375",20,0.059,1,0.05,1599,1.16,1599,1.16,0,2015,,338,160,2.7,no,1,1,0,2,26,12394,59977,21.73,9.69,,
8515 S Interstate 35,Griffis Southpark,78744,Bluff Springs MF,0,1,500,18,0.05,2,0.11,938,1.888,938,1.88,0,2008,,330,24.15,10.3,Yes in unit,1,0,0,22,34,11927,63754,21.1,9.06,,
8515 S Interstate 35,Griffis Southpark,78744,Bluff Springs MF,0,1,610,15,0.055,2,0.11,1017,1.67,1017,1.67,0,2008,,330,24.15,10.3,Yes in unit,1,0,0,22,34,11927,63754,21.1,9.06,,
8515 S Interstate 35,Griffis Southpark,78744,Bluff Springs MF,1,1,639,18,0.055,2,0.11,1314,2.06,1186,1.86,0.098,2008,,330,24.15,10.3,Yes in unit,1,0,0,22,34,11927,63754,21.1,9.06,,
8515 S Interstate 35,Griffis Southpark,78744,Bluff Springs MF,1,1,711,18,0.055,2,0.11,1119,1.57,1010,1.42,0.098,2008,,330,24.15,10.3,Yes in unit,1,0,0,22,34,11927,63754,21.1,9.06,,
8515 S Interstate 35,Griffis Southpark,78744,Bluff Springs MF,1,1,715,18,0.055,2,0.11,1220,1.71,1101,1.54,0.098,2008,,330,24.15,10.3,Yes in unit,1,0,0,22,34,11927,63754,21.1,9.06,,
8515 S Interstate 35,Griffis Southpark,78744,Bluff Springs MF,1,1,757,15,0.055,2,0.11,1183,1.56,1067,1.41,0.098,2008,,330,24.15,10.3,Yes in unit,1,0,0,22,34,11927,63754,21.1,9.06,,
8515 S Interstate 35,Griffis Southpark,78744,Bluff Springs MF,1,1,771,18,0.055,2,0.11,1134,1.47,1023,1.33,0.098,2008,,330,24.15,10.3,Yes in unit,1,0,0,22,34,11927,63754,21.1,9.06,,
8515 S Interstate 35,Griffis Southpark,78744,Bluff Springs MF,1,1,819,18,0.055,2,0.11,1098,1.34,991,1.21,0.098,2008,,330,24.15,10.3,Yes in unit,1,0,0,22,34,11927,63754,21.1,9.06,,
8515 S Interstate 35,Griffis Southpark,78744,Bluff Springs MF,1,1,825,24,0.073,2,0.083,1347,1.63,1216,1.47,0.098,2008,,330,24.15,10.3,Yes in unit,1,0,0,22,34,11927,63754,21.1,9.06,,
8515 S Interstate 35,Griffis Southpark,78744,Bluff Springs MF,1,1,868,24,0.073,2,0.083,982,1.13,896,1.02,0.098,2008,,330,24.15,10.3,Yes in unit,1,0,0,22,34,11927,63754,21.1,9.06,,
8515 S Interstate 35,Griffis Southpark,78744,Bluff Springs MF,2,2,879,10,0.03,1,0.1,1540,1.75,1497,1.7,0.028,2008,,330,24.15,10.3,Yes in unit,1,0,0,22,34,11927,63754,21.1,9.06,,
8515 S Interstate 35,Griffis Southpark,78744,Bluff Springs MF,2,2,939,10,0.03,1,0.1,1387,1.48,1348,1.44,0.028,2008,,330,24.15,10.3,Yes in unit,1,0,0,22,34,11927,63754,21.1,9.06,,
8515 S Interstate 35,Griffis Southpark,78744,Bluff Springs MF,2,2,947,10,0.03,1,0.1,1580,1.67,1536,1.62,0.028,2008,,330,24.15,10.3,Yes in unit,1,0,0,22,34,11927,63754,21.1,9.06,,
8515 S Interstate 35,Griffis Southpark,78744,Bluff Springs MF,2,2,970,10,0.03,1,0.1,1477,1.52,1436,1.48,0.028,2008,,330,24.15,10.3,Yes in unit,1,0,0,22,34,11927,63754,21.1,9.06,,
8515 S Interstate 35,Griffis Southpark,78744,Bluff Springs MF,2,2,"1,007",10,0.03,1,0.1,1552,1.54,1508,1.5,0.028,2008,,330,24.15,10.3,Yes in unit,1,0,0,22,34,11927,63754,21.1,9.06,,
8515 S Interstate 35,Griffis Southpark,78744,Bluff Springs MF,2,2,"1,084",10,0.03,2,0.2,1555,1.43,1512,1.39,0.028,2008,,330,24.15,10.3,Yes in unit,1,0,0,22,34,11927,63754,21.1,9.06,,
8515 S Interstate 35,Griffis Southpark,78744,Bluff Springs MF,3,2,"1,294",51,0.164,5,0.093,1717,1.33,1681,1.3,0.028,2008,,330,24.15,10.3,Yes in unit,1,0,0,22,34,11927,63754,21.1,9.06,,
8515 S Interstate 35,Griffis Southpark,78744,Bluff Springs MF,3,2,"1,397",24,0.073,2,0.083,1670,1.2,1635,1.17,0.021,2008,,330,24.15,10.3,Yes in unit,1,0,0,22,34,11927,63754,21.1,9.06,,
333 E Slaughter Ln,Stonecreek Ranch Apartments,78744,Onion Creek MF,1,1,642,48,0.242,3,0.063,1059,1.65,1059,1.65,0,2003,,198,8.5,8.6,no,1,0,0,15,36,9093,67682,21.1,9.06,,
333 E Slaughter Ln,Stonecreek Ranch Apartments,78744,Onion Creek MF,1,1,729,36,0.182,3,0.083,1099,1.51,1099,1.51,0,2003,,198,8.5,8.6,no,1,0,0,15,36,9093,67682,21.1,9.06,,
333 E Slaughter Ln,Stonecreek Ranch Apartments,78744,Onion Creek MF,1,1,764,36,0.182,3,0.083,1069,1.4,1069,1.4,0,2003,,198,8.5,8.6,no,1,0,0,15,36,9093,67682,21.1,9.06,,
333 E Slaughter Ln,Stonecreek Ranch Apartments,78744,Onion Creek MF,2,2,943,24,0.121,2,0.083,1159,1.23,1159,1.23,0,2003,,198,8.5,8.6,no,1,0,0,15,36,9093,67682,21.1,9.06,,
333 E Slaughter Ln,Stonecreek Ranch Apartments,78744,Onion Creek MF,2,2,"1,024",24,0.121,4,0.167,1189,1.16,1189,1.16,0,2003,,198,8.5,8.6,no,1,0,0,15,36,9093,67682,21.1,9.06,,
333 E Slaughter Ln,Stonecreek Ranch Apartments,78744,Onion Creek MF,2,2,"1,071",18,0.091,0,0,1178,1.1,1178,1.1,0,2003,,198,8.5,8.6,no,1,0,0,15,36,9093,67682,21.1,9.06,,
333 E Slaughter Ln,Stonecreek Ranch Apartments,78744,Onion Creek MF,3,2,"1,248",12,0.061,7,0.58,1409,1.13,1409,1.13,0,2003,,198,8.5,8.6,no,1,0,0,15,36,9093,67682,21.1,9.06,,
5112 S 1st St,Terrain,78745,South Manchaca MF,1,1,504,26,0.313,6,0.231,980,1.94,898,1.78,0.083,1982,,83,4.43,7.2,Yes but not in unit,0,1,1,30,40,18675,58777,18.2,7,,
