Address,Building Name,Zip Code,Sub-Market,Bed,Bath,Avg SF,# Units,Mix %,Units Available - Units,Units Available - Percent,Avg Asking Rent/Unit,Avg Asking Rent/SF,Avg Effective Rent/Unit,Avg Effective Rent/SF,Concessions - %,Year Built,Year Renovated,Units,Land (Acres),Vacancy %,Washer/Dryer,Walk in Closet,Hardwood/Vinyl Floor,Balcony,Walk Score,Transit Score,1-Mile Population,1-Mile Median Household Income,Miles from Domain,Miles fom Downtown,,
412 E William Cannon Dr,Willow Brook Apartments,78745,Sweetbriar MF,2,2,930,37,0.108,2,0.054,1075,1.16,1068,1.15,0.006,1984,,342,15.37,5,Yes but not in unit,0,0,1,61,48,24698,49357,19.15,7.11,,
412 E William Cannon Dr,Willow Brook Apartments,78745,Sweetbriar MF,2,2,"1,000",30,0.088,4,0.133,1135,1.14,1128,1.13,0.006,1984,,342,15.37,5,Yes but not in unit,0,0,1,61,48,24698,49357,19.15,7.11,,
117 W William Cannon Dr,Cannon South,78745,South Austin MF,0,1,393,29,0.377,2,0.069,705,1.79,716,1.82,0.07,1982,,77,0,6.5,no,0,1,0,70,47,21782,50062,19.5,7.47,,
117 W William Cannon Dr,Cannon South,78745,South Austin MF,0,1,509,1,0.013,0,0,778,1.53,772,1.52,0.08,1982,,77,0,6.5,no,0,1,0,70,47,21782,50062,19.5,7.47,,
117 W William Cannon Dr,Cannon South,78745,South Austin MF,1,1,629,28,0.364,2,0.071,795,1.26,789,1.25,0.07,1982,,77,0,6.5,no,0,1,0,70,47,21782,50062,19.5,7.47,,
117 W William Cannon Dr,Cannon South,78745,South Austin MF,1,1,718,1,0.013,0,0,838,1.17,825,1.15,0.16,1982,,77,0,6.5,no,0,1,0,70,47,21782,50062,19.5,7.47,,
117 W William Cannon Dr,Cannon South,78745,South Austin MF,1,1,745,8,0.104,1,0.12,837,1.12,831,1.11,0.07,1982,,77,0,6.5,no,0,1,0,70,47,21782,50062,19.5,7.47,,
117 W William Cannon Dr,Cannon South,78745,South Austin MF,1,1,785,1,0.013,0,0,937,1.19,923,1.18,0.015,1982,,77,0,6.5,no,0,1,0,70,47,21782,50062,19.5,7.47,,
117 W William Cannon Dr,Cannon South,78745,South Austin MF,2,1,882,8,0.104,1,0.125,975,1.11,963,1.09,0.012,1982,,77,0,6.5,no,0,1,0,70,47,21782,50062,19.5,7.47,,
117 W William Cannon Dr,Cannon South,78745,South Austin MF,3,1,950,1,0.013,0,0,1135,1.19,1132,1.19,0.003,1982,,77,0,6.5,no,0,1,0,70,47,21782,50062,19.5,7.47,,
304 W William Cannon Dr,Abacus Southside,78745,Sweetbriar MF,1,1,699,6,0.043,0,0,1075,1.54,1071,1.53,0.004,2014,,140,5.47,2.1,no,1,1,0,58,48,23265,49506,19.56,7.52,,
304 W William Cannon Dr,Abacus Southside,78745,Sweetbriar MF,1,1,755,57,0.407,5,0.088,1174,1.55,1169,1.55,0.004,2014,,140,5.47,2.1,no,1,1,0,58,48,23265,49506,19.56,7.52,,
304 W William Cannon Dr,Abacus Southside,78745,Sweetbriar MF,1,1,810,10,0.071,1,0.1,1310,1.62,1305,1.61,0.004,2014,,140,5.47,2.1,no,1,1,0,58,48,23265,49506,19.56,7.52,,
304 W William Cannon Dr,Abacus Southside,78745,Sweetbriar MF,1,1,821,19,0.136,4,0.211,1368,1.67,1363,1.66,0.004,2014,,140,5.47,2.1,no,1,1,0,58,48,23265,49506,19.56,7.52,,
304 W William Cannon Dr,Abacus Southside,78745,Sweetbriar MF,2,2,"1,023",4,0.029,0,0,1400,1.37,1394,1.36,0.004,2014,,140,5.47,2.1,no,1,1,0,58,48,23265,49506,19.56,7.52,,
304 W William Cannon Dr,Abacus Southside,78745,Sweetbriar MF,2,2,"1,093",4,0.029,2,0.5,1540,1.41,1534,1.4,0.004,2014,,140,5.47,2.1,no,1,1,0,58,48,23265,49506,19.56,7.52,,
304 W William Cannon Dr,Abacus Southside,78745,Sweetbriar MF,2,2,"1,131",8,0.057,0,0,1495,1.32,1489,1.32,0.004,2014,,140,5.47,2.1,no,1,1,0,58,48,23265,49506,19.56,7.52,,
304 W William Cannon Dr,Abacus Southside,78745,Sweetbriar MF,2,2,"1,144",12,0.086,3,0.25,1518,1.33,1512,1.32,0.004,2014,,140,5.47,2.1,no,1,1,0,58,48,23265,49506,19.56,7.52,,
304 W William Cannon Dr,Abacus Southside,78745,Sweetbriar MF,2,2,"1,210",8,0.057,0,0,1650,1.36,1643,1.36,0.004,2014,,140,5.47,2.1,no,1,1,0,58,48,23265,49506,19.56,7.52,,
304 W William Cannon Dr,Abacus Southside,78745,Sweetbriar MF,2,2,"1,218",12,0.086,1,0.083,1595,1.31,1589,1.3,0.004,2014,,140,5.47,2.1,no,1,1,0,58,48,23265,49506,19.56,7.52,,
1500 W William Cannon Dr,Tramor at Cannon Place,78745,Garrison Park MF,1,1,634,32,0.174,5,0.156,995,1.57,985,1.55,0.01,1983,,184,0,15.8,Yes but not in unit,1,1,1,54,34,17180,61153,19.86,7.52,,
1500 W William Cannon Dr,Tramor at Cannon Place,78745,Garrison Park MF,2,1,780,32,0.174,5,0.156,1075,1.38,1030,1.32,0.042,1983,,184,0,15.8,Yes but not in unit,1,1,1,54,34,17180,61153,19.86,7.52,,
1500 W William Cannon Dr,Tramor at Cannon Place,78745,Garrison Park MF,2,2,1025,120,0.652,19,0.158,1225,1.2,1174,1.15,0.042,1983,,184,0,15.8,Yes but not in unit,1,1,1,54,34,17180,61153,19.86,7.52,,
2121 W William Cannon Dr,Cheshire Gardens,78745,Cherry Creek MF,0,1,400,8,0.138,1,0.125,750,1.88,743,1.86,0.01,1980,,58,1.46,5.2,no,0,0,1,65,36,17166,71013,19.08,9.29,,
2121 W William Cannon Dr,Cheshire Gardens,78745,Cherry Creek MF,1,1,633,44,0.759,2,0.046,850,1.34,846,1.34,0.005,1980,,58,1.46,5.2,no,0,0,1,65,36,17166,71013,19.08,9.29,,
2121 W William Cannon Dr,Cheshire Gardens,78745,Cherry Creek MF,2,1,851,6,0.103,1,0.167,1081,1.27,1070,1.26,0.01,1980,,58,1.46,5.2,no,0,0,1,65,36,17166,71013,19.08,9.29,,
2500 Walsh Tarlton Ln,Westerly Three Sixty,78746,Woods of Westlake MF,1,1,700,53,0.28,53,1,1544,2.21,1544,2.21,0,2017,,189,640,58.2,Yes in unit,1,1,1,41,25,5234,114820,14.43,6.4,,
2500 Walsh Tarlton Ln,Westerly Three Sixty,78746,Woods of Westlake MF,1,1,723,3,0.016,3,1,1597,2.21,1597,2.21,0,2017,,189,640,58.2,Yes in unit,1,1,1,41,25,5234,114820,14.43,6.4,,
2500 Walsh Tarlton Ln,Westerly Three Sixty,78746,Woods of Westlake MF,1,1,820,31,0.164,30,0.968,1865,2.27,1865,2.27,0,2017,,189,640,58.2,Yes in unit,1,1,1,41,25,5234,114820,14.43,6.4,,
2500 Walsh Tarlton Ln,Westerly Three Sixty,78746,Woods of Westlake MF,1,1,880,12,0.063,12,1,1920,2.18,1920,2.18,0,2017,,189,640,58.2,Yes in unit,1,1,1,41,25,5234,114820,14.43,6.4,,
2500 Walsh Tarlton Ln,Westerly Three Sixty,78746,Woods of Westlake MF,1,1,931,27,0.143,27,1,1715,1.84,1715,1.84,0,2017,,189,640,58.2,Yes in unit,1,1,1,41,25,5234,114820,14.43,6.4,,
2500 Walsh Tarlton Ln,Westerly Three Sixty,78746,Woods of Westlake MF,1,1,954,8,0.042,0,0,2095,2.2,2095,2.2,0,2017,,189,640,58.2,Yes in unit,1,1,1,41,25,5234,114820,14.43,6.4,,
2500 Walsh Tarlton Ln,Westerly Three Sixty,78746,Woods of Westlake MF,2,2,1047,12,0.063,6,0.5,2275,2.17,2275,2.17,0,2017,,189,640,58.2,Yes in unit,1,1,1,41,25,5234,114820,14.43,6.4,,
2500 Walsh Tarlton Ln,Westerly Three Sixty,78746,Woods of Westlake MF,2,2,1088,4,0.021,4,1,2078,1.91,2078,1.91,0,2017,,189,640,58.2,Yes in unit,1,1,1,41,25,5234,114820,14.43,6.4,,
2500 Walsh Tarlton Ln,Westerly Three Sixty,78746,Woods of Westlake MF,2,2,1171,12,0.063,12,1,2415,2.06,2415,2.06,0,2017,,189,640,58.2,Yes in unit,1,1,1,41,25,5234,114820,14.43,6.4,,
2500 Walsh Tarlton Ln,Westerly Three Sixty,78746,Woods of Westlake MF,2,2,1207,4,0.021,0,0,2395,1.98,2395,1.98,0,2017,,189,640,58.2,Yes in unit,1,1,1,41,25,5234,114820,14.43,6.4,,
2500 Walsh Tarlton Ln,Westerly Three Sixty,78746,Woods of Westlake MF,2,2,1211,2,0.011,0,0,2515,2.08,2515,2.08,0,2017,,189,640,58.2,Yes in unit,1,1,1,41,25,5234,114820,14.43,6.4,,
2500 Walsh Tarlton Ln,Westerly Three Sixty,78746,Woods of Westlake MF,2,2,1687,9,0.048,0,0,3454,2.05,3454,2.05,0,2017,,189,640,58.2,Yes in unit,1,1,1,41,25,5234,114820,14.43,6.4,,
2500 Walsh Tarlton Ln,Westerly Three Sixty,78746,Woods of Westlake MF,3,2,2161,3,0.016,0,0,3809,1.76,3809,1.76,0,2017,,189,640,58.2,Yes in unit,1,1,1,41,25,5234,114820,14.43,6.4,,
2500 Walsh Tarlton Ln,Westerly Three Sixty,78746,Woods of Westlake MF,3,2,2206,9,0.048,0,0,3945,1.79,3945,1.79,0,2017,,189,640,58.2,Yes in unit,1,1,1,41,25,5234,114820,14.43,6.4,,
2901 Barton Skyway,The Woods at Barton Skyway,78746,Barton Creek MF,1,1,650,50,0.18,14,0.28,1188,1.83,1188,1.83,0,1977,,278,0,2.2,Yes but not in unit,1,1,0,34,25,11115,90618,13.04,5.01,,
2901 Barton Skyway,The Woods at Barton Skyway,78746,Barton Creek MF,1,1,800,50,0.18,0,0,1335,1.67,1335,1.67,0,1977,,278,0,2.2,Yes but not in unit,1,1,0,34,25,11115,90618,13.04,5.01,,
2901 Barton Skyway,The Woods at Barton Skyway,78746,Barton Creek MF,2,1,790,100,0.36,8,0.08,1403,1.78,1403,1.78,0,1977,,278,0,2.2,Yes but not in unit,1,1,0,34,25,11115,90618,13.04,5.01,,
2901 Barton Skyway,The Woods at Barton Skyway,78746,Barton Creek MF,2,2,905,37,0.133,12,0.324,1583,1.75,1583,1.75,0,1977,,278,0,2.2,Yes but not in unit,1,1,0,34,25,11115,90618,13.04,5.01,,
2901 Barton Skyway,The Woods at Barton Skyway,78746,Barton Creek MF,2,2,1030,37,0.133,4,0.108,1663,1.61,1663,1.61,0,1977,,278,0,2.2,Yes but not in unit,1,1,0,34,25,11115,90618,13.04,5.01,,
2901 Barton Skyway,The Woods at Barton Skyway,78746,Barton Creek MF,2,2,1230,4,0.014,0,0,1614,1.31,1614,1.31,0,1977,,278,0,2.2,Yes but not in unit,1,1,0,34,25,11115,90618,13.04,5.01,,
2800 Barton's Bluff Ln,Barton Creek Landing,78746,Barton Creek MF,1,1,625,16,0.064,0,0,1385,2.22,1385,2.22,0,1985,,250,21.94,2,Yes but not in unit,1,0,1,22,23,8017,89494,15.33,7.3,,
2800 Barton's Bluff Ln,Barton Creek Landing,78746,Barton Creek MF,1,1,738,42,0.168,3,0.071,1434,1.94,1434,1.94,0,1985,,250,21.94,2,Yes but not in unit,1,0,1,22,23,8017,89494,15.33,7.3,,
2800 Barton's Bluff Ln,Barton Creek Landing,78746,Barton Creek MF,1,1.5,792,13,0.052,0,0,1509,1.91,1509,1.51,0,1985,,250,21.94,2,Yes but not in unit,1,0,1,22,23,8017,89494,15.33,7.3,,
2800 Barton's Bluff Ln,Barton Creek Landing,78746,Barton Creek MF,1,1.5,800,19,0.076,1,0.053,1511,1.89,1511,1.89,0,1985,,250,21.94,2,Yes but not in unit,1,0,1,22,23,8017,89494,15.33,7.3,,
2800 Barton's Bluff Ln,Barton Creek Landing,78746,Barton Creek MF,2,1,847,22,0.088,2,0.091,1607,1.9,1607,1.9,0,1985,,250,21.94,2,Yes but not in unit,1,0,1,22,23,8017,89494,15.33,7.3,,
2800 Barton's Bluff Ln,Barton Creek Landing,78746,Barton Creek MF,2,2,907,42,0.168,4,0.095,1559,1.72,1559,1.72,0,1985,,250,21.94,2,Yes but not in unit,1,0,1,22,23,8017,89494,15.33,7.3,,
2800 Barton's Bluff Ln,Barton Creek Landing,78746,Barton Creek MF,2,2,953,28,0.112,4,0.143,1649,1.73,1649,1.73,0,1985,,250,21.94,2,Yes but not in unit,1,0,1,22,23,8017,89494,15.33,7.3,,
2800 Barton's Bluff Ln,Barton Creek Landing,78746,Barton Creek MF,2,2,1036,40,0.16,6,0.15,1754,1.69,1754,1.69,0,1985,,250,21.94,2,Yes but not in unit,1,0,1,22,23,8017,89494,15.33,7.3,,
2800 Barton's Bluff Ln,Barton Creek Landing,78746,Barton Creek MF,2,2,1048,28,0.112,2,0.071,1655,1.58,1655,1.58,0,1985,,250,21.94,2,Yes but not in unit,1,0,1,22,23,8017,89494,15.33,7.3,,
2611 Bee Caves Rd,Waters at Barton Creek,78746,Barton Creek MF,1,1,423,12,0.09,1,0.083,1099,2.6,1091,2.58,0.008,1977,,134,5.4,2.2,Yes but not in unit,1,1,0,48,25,9.93,92746,12.42,4.39,,
2611 Bee Caves Rd,Waters at Barton Creek,78746,Barton Creek MF,1,1,552,32,0.239,1,0.031,1129,2.05,1120,2.03,0.008,1977,,134,5.4,2.2,Yes but not in unit,1,1,0,48,25,9.93,92746,12.42,4.39,,
2611 Bee Caves Rd,Waters at Barton Creek,78746,Barton Creek MF,1,1,674,29,0.216,2,0.069,1295,1.92,1285,1.91,0.008,1977,,134,5.4,2.2,Yes but not in unit,1,1,0,48,25,9.93,92746,12.42,4.39,,
2611 Bee Caves Rd,Waters at Barton Creek,78746,Barton Creek MF,1,1,800,16,0.134,1,0.056,1399,1.75,1388,1.74,0.008,1977,,134,5.4,2.2,Yes but not in unit,1,1,0,48,25,9.93,92746,12.42,4.39,,
2611 Bee Caves Rd,Waters at Barton Creek,78746,Barton Creek MF,2,1,771,18,0.134,2,0.11,1486,1.93,1486,1.93,0,1977,,134,5.4,2.2,Yes but not in unit,1,1,0,48,25,9.93,92746,12.42,4.39,,
2611 Bee Caves Rd,Waters at Barton Creek,78746,Barton Creek MF,2,2,1034,16,0.134,2,0.111,1427,1.38,1427,1.38,0,1977,,134,5.4,2.2,Yes but not in unit,1,1,0,48,25,9.93,92746,12.42,4.39,,
2611 Bee Caves Rd,Waters at Barton Creek,78746,Barton Creek MF,2,2,1445,7,0.052,2,0.286,1942,1.34,1942,1.34,0,1977,,134,5.4,2.2,Yes but not in unit,1,1,0,48,25,9.93,92746,12.42,4.39,,
3500 N Capital of Texas Hwy,3500 Westlake,78746,Barton Creek MF,1,1,761,5,0.029,0,0,1210,1.59,1210,1.59,0,2007,,175,16.5,5.7,Yes in unit,1,0,0,32,0,3701,211429,8.09,11.65,,
3500 N Capital of Texas Hwy,3500 Westlake,78746,Barton Creek MF,1,1,838,8,0.046,2,0.25,1415,1.69,1415,1.69,0,2007,,175,16.5,5.7,Yes in unit,1,0,0,32,0,3701,211429,8.09,11.65,,
3500 N Capital of Texas Hwy,3500 Westlake,78746,Barton Creek MF,1,1,843,12,0.069,0,0,1325,1.57,1325,1.57,0,2007,,175,16.5,5.7,Yes in unit,1,0,0,32,0,3701,211429,8.09,11.65,,
3500 N Capital of Texas Hwy,3500 Westlake,78746,Barton Creek MF,1,1,848,12,0.069,0,0,1332,1.57,1332,1.57,0,2007,,175,16.5,5.7,Yes in unit,1,0,0,32,0,3701,211429,8.09,11.65,,
3500 N Capital of Texas Hwy,3500 Westlake,78746,Barton Creek MF,1,1,923,23,0.137,10,0.417,1450,1.57,1450,1.57,0,2007,,175,16.5,5.7,Yes in unit,1,0,0,32,0,3701,211429,8.09,11.65,,
3500 N Capital of Texas Hwy,3500 Westlake,78746,Barton Creek MF,1,1,1085,15,0.086,6,0.4,2029,1.87,2029,1.87,0,2007,,175,16.5,5.7,Yes in unit,1,0,0,32,0,3701,211429,8.09,11.65,,
3500 N Capital of Texas Hwy,3500 Westlake,78746,Barton Creek MF,2,1,1086,15,0.086,0,0,1586,1.46,1586,1.46,0,2007,,175,16.5,5.7,Yes in unit,1,0,0,32,0,3701,211429,8.09,11.65,,
3500 N Capital of Texas Hwy,3500 Westlake,78746,Barton Creek MF,2,2,1181,24,0.137,4,0.167,2009,1.7,2009,1.7,0,2007,,175,16.5,5.7,Yes in unit,1,0,0,32,0,3701,211429,8.09,11.65,,
3500 N Capital of Texas Hwy,3500 Westlake,78746,Barton Creek MF,2,2,1308,18,0.103,4,0.222,1769,1.35,1769,1.35,0,2007,,175,16.5,5.7,Yes in unit,1,0,0,32,0,3701,211429,8.09,11.65,,
3500 N Capital of Texas Hwy,3500 Westlake,78746,Barton Creek MF,2,2,1391,12,0.069,0,0,1842,1.32,1842,1.32,0,2007,,175,16.5,5.7,Yes in unit,1,0,0,32,0,3701,211429,8.09,11.65,,
3500 N Capital of Texas Hwy,3500 Westlake,78746,Barton Creek MF,2,2,1530,18,0.1,8,0.444,1842,1.32,1842,1.32,0,2007,,175,16.5,5.7,Yes in unit,1,0,0,32,0,3701,211429,8.09,11.65,,
3500 N Capital of Texas Hwy,3500 Westlake,78746,Barton Creek MF,2,2,1704,12,0.069,6,0.5,2707,1.59,2707,1.59,0,2007,,175,16.5,5.7,Yes in unit,1,0,0,32,0,3701,211429,8.09,11.65,,
4700 N Capital of Texas Hwy,Nalle Woods Luxury Apartments,78746,Davenport Ranch MF,1,1,796,40,0.168,7,0.175,1253,1.57,1253,1.57,0,2004,,238,21.25,6.3,Yes but not in unit,0,0,0,22,0,4594,172477,7.27,10.82,,
4700 N Capital of Texas Hwy,Nalle Woods Luxury Apartments,78746,Davenport Ranch MF,1,1,869,43,0.181,6,0.14,1276,1.47,1276,1.47,0,2004,,238,21.25,6.3,Yes but not in unit,0,0,0,22,0,4594,172477,7.27,10.82,,
4700 N Capital of Texas Hwy,Nalle Woods Luxury Apartments,78746,Davenport Ranch MF,1,1,881,24,0.101,3,0.125,1426,1.62,1426,1.62,0,2004,,238,21.25,6.3,Yes but not in unit,0,0,0,22,0,4594,172477,7.27,10.82,,
4700 N Capital of Texas Hwy,Nalle Woods Luxury Apartments,78746,Davenport Ranch MF,2,2,1102,30,0.126,10,0.333,1793,1.63,1793,1.63,0,2004,,238,21.25,6.3,Yes but not in unit,0,0,0,22,0,4594,172477,7.27,10.82,,
4700 N Capital of Texas Hwy,Nalle Woods Luxury Apartments,78746,Davenport Ranch MF,2,2,1189,44,0.185,0,0,2257,1.9,2257,1.9,0,2004,,238,21.25,6.3,Yes but not in unit,0,0,0,22,0,4594,172477,7.27,10.82,,
4700 N Capital of Texas Hwy,Nalle Woods Luxury Apartments,78746,Davenport Ranch MF,2,2,1359,10,0.042,2,0.2,2349,1.73,2349,1.73,0,2004,,238,21.25,6.3,Yes but not in unit,0,0,0,22,0,4594,172477,7.27,10.82,,
4700 N Capital of Texas Hwy,Nalle Woods Luxury Apartments,78746,Davenport Ranch MF,2,2,1566,7,0.029,0,0,2339,1.49,2339,1.49,0,2004,,238,21.25,6.3,Yes but not in unit,0,0,0,22,0,4594,172477,7.27,10.82,,
4700 N Capital of Texas Hwy,Nalle Woods Luxury Apartments,78746,Davenport Ranch MF,2,2,1724,40,0.168,2,0.05,2946,1.71,2946,1.71,0,2004,,238,21.25,6.3,Yes but not in unit,0,0,0,22,0,4594,172477,7.27,10.82,,
2001 S Mopac Expy,Post Barton Creek,78746,Barton Creek MF,1,1,418,33,0.206,0,0,2003,4.79,2003,4.79,0,1998,,160,11.06,2.5,Yes but not in unit,0,1,1,24,24,8668,91179,15.22,7.19,,
2001 S Mopac Expy,Post Barton Creek,78746,Barton Creek MF,1,1,837,1,0.06,10,1,1610,1.92,1610,1.92,0,1998,,160,11.06,2.5,Yes but not in unit,0,1,1,24,24,8668,91179,15.22,7.19,,
2001 S Mopac Expy,Post Barton Creek,78746,Barton Creek MF,2,2,495,10,0.063,0,0,1738,3.51,1662,3.36,0.004,1998,,160,11.06,2.5,Yes but not in unit,0,1,1,24,24,8668,91179,15.22,7.19,,
2001 S Mopac Expy,Post Barton Creek,78746,Barton Creek MF,2,2,636,4,0.025,0,0,1848,2.9,1766,2.78,0.004,1998,,160,11.06,2.5,Yes but not in unit,0,1,1,24,24,8668,91179,15.22,7.19,,
2001 S Mopac Expy,Post Barton Creek,78746,Barton Creek MF,2,2,992,1,0.06,0,0,1640,1.65,1568,1.58,0.004,1998,,160,11.06,2.5,Yes but not in unit,0,1,1,24,24,8668,91179,15.22,7.19,,
2001 S Mopac Expy,Post Barton Creek,78746,Barton Creek MF,2,2.5,1230,24,0.15,0,0,1779,1.45,1701,1.38,0.004,1998,,160,11.06,2.5,Yes but not in unit,0,1,1,24,24,8668,91179,15.22,7.19,,
2001 S Mopac Expy,Post Barton Creek,78746,Barton Creek MF,2,2.5,1252,46,0.288,5,0.109,1925,1.54,1840,1.47,0.004,1998,,160,11.06,2.5,Yes but not in unit,0,1,1,24,24,8668,91179,15.22,7.19,,
2001 S Mopac Expy,Post Barton Creek,78746,Barton Creek MF,2,2.5,1274,23,0.144,2,0.087,2215,1.74,2117,1.66,0.004,1998,,160,11.06,2.5,Yes but not in unit,0,1,1,24,24,8668,91179,15.22,7.19,,
2001 S Mopac Expy,Post Barton Creek,78746,Barton Creek MF,3,2,772,9,0.056,0,0,2705,3.5,2592,3.36,0.004,1998,,160,11.06,2.5,Yes but not in unit,0,1,1,24,24,8668,91179,15.22,7.19,,
2001 S Mopac Expy,Post Barton Creek,78746,Barton Creek MF,3,3.5,1545,9,0.056,3,0.333,2200,1.42,2108,1.36,0.004,1998,,160,11.06,2.5,Yes but not in unit,0,1,1,24,24,8668,91179,15.22,7.19,,
2301 S Mopac Expy,Gables at the Terrace,78746,Barton Creek MF,1,1,691,56,0.182,17,0.304,1238,1.79,1238,1.79,0,1997,2013,308,18.62,7.1,no,1,1,0,25,22,7586,89040,15.17,7.14,,
2301 S Mopac Expy,Gables at the Terrace,78746,Barton Creek MF,1,1,777,98,0.318,29,0.296,1316,1.69,1316,1.69,0,1997,2013,308,18.62,7.1,no,1,1,0,25,22,7586,89040,15.17,7.14,,
2301 S Mopac Expy,Gables at the Terrace,78746,Barton Creek MF,2,1,1012,28,0.091,10,0.357,1510,1.49,1510,1.49,0,1997,2013,308,18.62,7.1,no,1,1,0,25,22,7586,89040,15.17,7.14,,
2301 S Mopac Expy,Gables at the Terrace,78746,Barton Creek MF,2,2,1094,42,0.136,3,0.071,1551,1.42,1551,1.42,0,1997,2013,308,18.62,7.1,no,1,1,0,25,22,7586,89040,15.17,7.14,,
2301 S Mopac Expy,Gables at the Terrace,78746,Barton Creek MF,2,2,1136,56,0.182,3,0.054,1818,1.6,1818,1.6,0,1997,2013,308,18.62,7.1,no,1,1,0,25,22,7586,89040,15.17,7.14,,
2301 S Mopac Expy,Gables at the Terrace,78746,Barton Creek MF,2,2,1297,4,0.017,4,1,1719,1.32,1719,1.32,0,1997,2013,308,18.62,7.1,no,1,1,0,25,22,7586,89040,15.17,7.14,,
2301 S Mopac Expy,Gables at the Terrace,78746,Barton Creek MF,3,2,1297,27,0.078,7,0.292,1945,1.5,1945,1.5,0,1997,2013,308,18.62,7.1,no,1,1,0,25,22,7586,89040,15.17,7.14,,
1300 Spyglass Dr,Skyline Barton Creek,78746,Barton Creek MF,1,1,400,36,0.088,3,0.83,1090,2.73,1090,2.73,0,1973,,408,9.47,8.8,Yes but not in unit,1,0,0,34,25,11494,90397,12.75,4.72,,
1300 Spyglass Dr,Skyline Barton Creek,78746,Barton Creek MF,1,1,540,42,0.103,4,0.095,1240,2.3,1240,2.3,0,1973,,408,9.47,8.8,Yes but not in unit,1,0,0,34,25,11494,90397,12.75,4.72,,
1300 Spyglass Dr,Skyline Barton Creek,78746,Barton Creek MF,1,1,665,42,0.103,2,0.048,1245,1.87,1245,1.87,0,1973,,408,9.47,8.8,Yes but not in unit,1,0,0,34,25,11494,90397,12.75,4.72,,
1300 Spyglass Dr,Skyline Barton Creek,78746,Barton Creek MF,1,1,666,42,0.103,1,0.024,1250,1.88,1250,1.88,0,1973,,408,9.47,8.8,Yes but not in unit,1,0,0,34,25,11494,90397,12.75,4.72,,
1300 Spyglass Dr,Skyline Barton Creek,78746,Barton Creek MF,1,1,668,42,0.103,2,0.043,1260,1.89,1260,1.89,0,1973,,408,9.47,8.8,Yes but not in unit,1,0,0,34,25,11494,90397,12.75,4.72,,
1300 Spyglass Dr,Skyline Barton Creek,78746,Barton Creek MF,1,1,790,42,0.103,1,0.024,1340,1.7,1340,1.7,0,1973,,408,9.47,8.8,Yes but not in unit,1,0,0,34,25,11494,90397,12.75,4.72,,
1300 Spyglass Dr,Skyline Barton Creek,78746,Barton Creek MF,2,1,712,55,0.135,3,0.055,1420,1.99,1420,1.99,0,1973,,408,9.47,8.8,Yes but not in unit,1,0,0,34,25,11494,90397,12.75,4.72,,
1300 Spyglass Dr,Skyline Barton Creek,78746,Barton Creek MF,2,1,790,56,0.137,3,0.054,1370,1.73,1370,1.73,0,1973,,408,9.47,8.8,Yes but not in unit,1,0,0,34,25,11494,90397,12.75,4.72,,
1300 Spyglass Dr,Skyline Barton Creek,78746,Barton Creek MF,2,2,900,16,0.039,1,0.063,1510,1.68,1510,1.68,0,1973,,408,9.47,8.8,Yes but not in unit,1,0,0,34,25,11494,90397,12.75,4.72,,
1300 Spyglass Dr,Skyline Barton Creek,78746,Barton Creek MF,2,2,1010,18,0.044,4,0.22,1595,1.58,1595,1.58,0,1973,,408,9.47,8.8,Yes but not in unit,1,0,0,34,25,11494,90397,12.75,4.72,,
1300 Spyglass Dr,Skyline Barton Creek,78746,Barton Creek MF,2,2,1250,14,0.042,1,0.059,1615,1.29,1615,1.29,0,1973,,408,9.47,8.8,Yes but not in unit,1,0,0,34,25,11494,90397,12.75,4.72,,
1741 Spyglass Dr,Landmark at Barton Creek,78746,Barton Creek MF,1,1,523,61,0.205,3,0.049,914,1.75,914,1.75,0,1981,2006,298,18.94,6,Yes but not in unit,1,0,0,29,25,9739,90182,13.31,5.28,,
1741 Spyglass Dr,Landmark at Barton Creek,78746,Barton Creek MF,1,1,653,61,0.205,2,0.033,1057,1.62,1057,1.62,0,1981,2006,298,18.94,6,Yes but not in unit,1,0,0,29,25,9739,90182,13.31,5.28,,
1741 Spyglass Dr,Landmark at Barton Creek,78746,Barton Creek MF,1,1,752,72,0.242,1,0.014,1436,1.91,1436,1.91,0,1981,2006,298,18.94,6,Yes but not in unit,1,0,0,29,25,9739,90182,13.31,5.28,,
1741 Spyglass Dr,Landmark at Barton Creek,78746,Barton Creek MF,2,1,850,42,0.141,2,0.048,1378,1.62,1378,1.62,0,1981,2006,298,18.94,6,Yes but not in unit,1,0,0,29,25,9739,90182,13.31,5.28,,
1741 Spyglass Dr,Landmark at Barton Creek,78746,Barton Creek MF,2,2,985,52,0.174,5,0.096,1700,1.73,1700,1.73,0,1981,2006,298,18.94,6,Yes but not in unit,1,0,0,29,25,9739,90182,13.31,5.28,,
1741 Spyglass Dr,Landmark at Barton Creek,78746,Barton Creek MF,2,2,1157,10,0.034,1,0.1,2231,1.93,2231,1.93,0,1981,2006,298,18.94,6,Yes but not in unit,1,0,0,29,25,9739,90182,13.31,5.28,,
3050 Tamarron Blvd,The Cliffs at Barton Creek,78746,Barton Creek MF,1,1,631,25,0.119,0,0,1027,1.63,1027,1.63,0,1994,,210,35.1,9.1,Yes but not in unit,0,1,1,33,23,7740,90912,13.99,5.96,,
