Address,Building Name,Zip Code,Bed,Bath,Avg SF,# Units,Mix %,Units Available 0 Units,Units Available 0 Percent,Avg Asking Rent/Unit,Avg Asking Rent/SF,Avg Effective Rent/Unit,Avg Effective Rent/SF,Concessions 0 %,Year Built,Year Renovated,Units,Lande (Acres),Vacancy %,Washer/Dryer,Walk in Closet,Hardwood/Vinyl Floor,Walk Score,Transit Score,10Mile Population,10Mile Median Household Income,Miles from Domain,Miles fom Downtown,
2601 La Frontera Blvd , La Frontera Square Apartments,78681,0,1,730,1,0.20%,0,0.00%,"1,469.00",2.01,"1,469.00",2.01,0.00%,2009,2014,410,9.24,3.90%,Yes in unit,1,1,50,0,"11,175","54,704",8,17,
2601 La Frontera Blvd , La Frontera Square Apartments,78681,0,1,901,2,0.50%,0,0.00%,"1,250.00",1.39,"1,250.00",1.39,0.00%,2009,2014,410,9.24,3.90%,Yes in unit,1,1,50,0,"11,175","54,704",8,17,
2601 La Frontera Blvd , La Frontera Square Apartments,78681,0,1,904,2,0.50%,0,0.00%,"1,650.00",1.82,"1,650.00",1.82,0.00%,2009,2014,410,9.24,3.90%,Yes in unit,1,1,50,0,"11,175","54,704",8,17,
2601 La Frontera Blvd , La Frontera Square Apartments,78681,1,1,620,1,0.20%,0,0.00%,"1,274.00",2.05,"1,274.00",2.05,0.00%,2009,2014,410,9.24,3.90%,Yes in unit,1,1,50,0,"11,175","54,704",8,17,
2601 La Frontera Blvd , La Frontera Square Apartments,78681,1,1,694,2,0.50%,0,0.00%,"1,327.00",1.91,"1,327.00",1.91,0.00%,2009,2014,410,9.24,3.90%,Yes in unit,1,1,50,0,"11,175","54,704",8,17,
2601 La Frontera Blvd , La Frontera Square Apartments,78681,1,1,755,72,17.60%,2,2.80%,"1,076.00",1.43,"1,076.00",1.43,0.00%,2009,2014,410,9.24,3.90%,Yes in unit,1,1,50,0,"11,175","54,704",8,17,
2601 La Frontera Blvd , La Frontera Square Apartments,78681,1,1,828,3,0.70%,0,0.00%,"1,055.00",1.27,"1,055.00",1.27,0.00%,2009,2014,410,9.24,3.90%,Yes in unit,1,1,50,0,"11,175","54,704",8,17,
2601 La Frontera Blvd , La Frontera Square Apartments,78681,1,1,836,76,18.50%,3,4.00%,"1,255.00",1.50,"1,255.00",1.50,0.00%,2009,2014,410,9.24,3.90%,Yes in unit,1,1,50,0,"11,175","54,704",8,17,
2601 La Frontera Blvd , La Frontera Square Apartments,78681,1,1,845,7,1.70%,0,0.00%,"1,316.00",1.56,"1,316.00",1.56,0.00%,2009,2014,410,9.24,3.90%,Yes in unit,1,1,50,0,"11,175","54,704",8,17,
2601 La Frontera Blvd , La Frontera Square Apartments,78681,1,1,880,81,19.80%,3,3.70%,"1,263.00",1.44,"1,263.00",1.44,0.00%,2009,2014,410,9.24,3.90%,Yes in unit,1,1,50,0,"11,175","54,704",8,17,
2601 La Frontera Blvd , La Frontera Square Apartments,78681,1,1,884,7,1.70%,0,0.00%,"1,147.00",1.30,"1,147.00",1.30,0.00%,2009,2014,410,9.24,3.90%,Yes in unit,1,1,50,0,"11,175","54,704",8,17,
2601 La Frontera Blvd , La Frontera Square Apartments,78681,1,1,900,4,1.00%,1,25.00%,"1,176.00",1.31,"1,176.00",1.31,0.00%,2009,2014,410,9.24,3.90%,Yes in unit,1,1,50,0,"11,175","54,704",8,17,
2601 La Frontera Blvd , La Frontera Square Apartments,78681,1,1,965,1,0.20%,0,0.00%,"1,247.00",1.29,"1,247.00",1.29,0.00%,2009,2014,410,9.24,3.90%,Yes in unit,1,1,50,0,"11,175","54,704",8,17,
2601 La Frontera Blvd , La Frontera Square Apartments,78681,2,2,"1,087",2,0.50%,1,50.00%,"1,309.00",1.20,"1,309.00",1.20,0.00%,2009,2014,410,9.24,3.90%,Yes in unit,1,1,50,0,"11,175","54,704",8,17,
2601 La Frontera Blvd , La Frontera Square Apartments,78681,2,2,"1,097",20,4.90%,1,5.00%,"1,403.00",1.28,"1,403.00",1.28,0.00%,2009,2014,410,9.24,3.90%,Yes in unit,1,1,50,0,"11,175","54,704",8,17,
2601 La Frontera Blvd , La Frontera Square Apartments,78681,2,2,"1,186",70,17.10%,4,5.70%,"1,373.00",1.16,"1,373.00",1.16,0.00%,2009,2014,410,9.24,3.90%,Yes in unit,1,1,50,0,"11,175","54,704",8,17,
2601 La Frontera Blvd , La Frontera Square Apartments,78681,2,2,"1,196",2,0.50%,0,0.00%,"1,563.00",1.31,"1,563.00",1.31,0.00%,2009,2014,410,9.24,3.90%,Yes in unit,1,1,50,0,"11,175","54,704",8,17,
2601 La Frontera Blvd , La Frontera Square Apartments,78681,2,2,"1,322",1,0.20%,0,0.00%,"1,547.00",1.17,"1,547.00",1.17,0.00%,2009,2014,410,9.24,3.90%,Yes in unit,1,1,50,0,"11,175","54,704",8,17,
2601 La Frontera Blvd , La Frontera Square Apartments,78681,2,2,"1,406",24,5.90%,1,4.20%,"1,586.00",1.13,"1,586.00",1.13,0.00%,2009,2014,410,9.24,3.90%,Yes in unit,1,1,50,0,"11,175","54,704",8,17,
2800 La Frontera Blvd , Enclave at La Frontera,78681,1,1,662,123,29.90%,1,0.80%,855.00,1.29,848.00,1.28,0.80%,2001,2001,411,11.44,7.10%,Yes in unit,1,1,35,0,"9,454","52,452",6.8,16.5,
2800 La Frontera Blvd , Enclave at La Frontera,78681,1,1,768,93,22.60%,0,0.00%,894.00,1.16,887.00,1.16,0.80%,2001,2001,411,11.44,7.10%,Yes in unit,1,1,35,0,"9,454","52,452",6.8,16.5,
2800 La Frontera Blvd , Enclave at La Frontera,78681,1,1,971,60,14.60%,3,5.00%,"1,030.00",1.06,"1,022.00",1.05,0.80%,2001,2001,411,11.44,7.10%,Yes in unit,1,1,35,0,"9,454","52,452",6.8,16.5,
2800 La Frontera Blvd , Enclave at La Frontera,78681,2,2,"1,163",69,16.80%,7,10.10%,"1,150.00",0.99,"1,141.00",0.98,0.80%,2001,2001,411,11.44,7.10%,Yes in unit,1,1,35,0,"9,454","52,452",6.8,16.5,
2800 La Frontera Blvd , Enclave at La Frontera,78681,2,2,"1,230",30,7.30%,9,30.00%,"1,220.00",0.99,"1,211.00",0.98,0.80%,2001,2001,411,11.44,7.10%,Yes in unit,1,1,35,0,"9,454","52,452",6.8,16.5,
2800 La Frontera Blvd , Enclave at La Frontera,78681,3,2,"1,436",36,8.80%,5,13.90%,"1,410.00",0.98,"1,399.00",0.97,0.80%,2001,2001,411,11.44,7.10%,Yes in unit,1,1,35,0,"9,454","52,452",6.8,16.5,
7711 O'Connor Dr , Landing at Round Rock,78681,1,1,711,46,7.90%,6,13.00%,"1,203.00",1.69,"1,193.00",1.68,0.90%,2000,2000,582,33.21,8.10%,Yes in unit,1,1,37,0,"10,557","111,335",9,19,
7711 O'Connor Dr , Landing at Round Rock,78681,1,1,800,46,7.90%,8,17.40%,988.00,1.24,980.00,1.22,0.90%,2000,2000,582,33.21,8.10%,Yes in unit,1,1,37,0,"10,557","111,335",9,19,
7711 O'Connor Dr , Landing at Round Rock,78681,1,1,878,63,10.80%,7,11.10%,"1,071.00",1.22,"1,062.00",1.21,0.90%,2000,2000,582,33.21,8.10%,Yes in unit,1,1,37,0,"10,557","111,335",9,19,
7711 O'Connor Dr , Landing at Round Rock,78681,1,1,908,53,9.10%,8,15.10%,"1,141.00",1.26,"1,131.00",1.25,0.90%,2000,2000,582,33.21,8.10%,Yes in unit,1,1,37,0,"10,557","111,335",9,19,
7711 O'Connor Dr , Landing at Round Rock,78681,1,1,914,3,0.50%,0,0.00%,"1,127.00",1.23,"1,117.00",1.22,0.90%,2000,2000,582,33.21,8.10%,Yes in unit,1,1,37,0,"10,557","111,335",9,19,
7711 O'Connor Dr , Landing at Round Rock,78681,1,1,941,12,2.10%,1,8.30%,"1,437.00",1.53,"1,425.00",1.51,0.90%,2000,2000,582,33.21,8.10%,Yes in unit,1,1,37,0,"10,557","111,335",9,19,
7711 O'Connor Dr , Landing at Round Rock,78681,2,1,"1,022",46,7.90%,4,8.70%,"1,505.00",1.47,"1,436.00",1.41,4.60%,2000,2000,582,33.21,8.10%,Yes in unit,1,1,37,0,"10,557","111,335",9,19,
7711 O'Connor Dr , Landing at Round Rock,78681,2,1,"1,075",10,1.70%,0,0.00%,"1,222.00",1.14,"1,166.00",1.08,4.60%,2000,2000,582,33.21,8.10%,Yes in unit,1,1,37,0,"10,557","111,335",9,19,
7711 O'Connor Dr , Landing at Round Rock,78681,2,2,"1,248",72,12.40%,8,11.10%,"1,308.00",1.05,"1,248.00",1.00,4.60%,2000,2000,582,33.21,8.10%,Yes in unit,1,1,37,0,"10,557","111,335",9,19,
7711 O'Connor Dr , Landing at Round Rock,78681,2,2,"1,450",1,0.20%,1,100.00%,"1,543.00",1.06,"1,472.00",1.02,4.60%,2000,2000,582,33.21,8.10%,Yes in unit,1,1,37,0,"10,557","111,335",9,19,
7711 O'Connor Dr , Landing at Round Rock,78681,2,2.5,"1,450",46,7.90%,1,2.20%,"1,552.00",1.07,"1,481.00",1.02,4.60%,2000,2000,582,33.21,8.10%,Yes in unit,1,1,37,0,"10,557","111,335",9,19,
7711 O'Connor Dr , Landing at Round Rock,78681,3,2,"1,537",30,5.20%,3,10.00%,"1,706.00",1.11,"1,615.00",1.05,5.30%,2000,2000,582,33.21,8.10%,Yes in unit,1,1,37,0,"10,557","111,335",9,19,
7711 O'Connor Dr , Landing at Round Rock,78681,3,2,"1,717",13,2.20%,0,0.00%,"2,159.00",1.26,"2,044.00",1.19,5.30%,2000,2000,582,33.21,8.10%,Yes in unit,1,1,37,0,"10,557","111,335",9,19,
7711 O'Connor Dr , Landing at Round Rock,78681,3,3,"1,527",30,5.20%,7,23.30%,"1,527.00",1.00,"1,446.00",0.95,5.30%,2000,2000,582,33.21,8.10%,Yes in unit,1,1,37,0,"10,557","111,335",9,19,
7711 O'Connor Dr , Landing at Round Rock,78681,3,3,"1,540",30,5.20%,2,6.70%,"1,503.00",0.98,"1,423.00",0.92,5.30%,2000,2000,582,33.21,8.10%,Yes in unit,1,1,37,0,"10,557","111,335",9,19,
7711 O'Connor Dr , Landing at Round Rock,78681,4,3.5,"1,929",46,7.90%,1,2.20%,"1,910.00",0.99,"1,808.00",0.94,5.30%,2000,2000,582,33.21,8.10%,Yes in unit,1,1,37,0,"10,557","111,335",9,19,
7711 O'Connor Dr , Landing at Round Rock,78681,4,4,"1,787",34,5.80%,0,0.00%,"1,866.00",1.04,"1,767.00",0.99,5.30%,2000,2000,582,33.21,8.10%,Yes in unit,1,1,37,0,"10,557","111,335",9,19,
7711 O'Connor Dr , Landing at Round Rock,78681,4,4,"1,934",1,0.20%,1,100.00%,"1,851.00",0.96,"1,752.00",0.91,5.30%,2000,2000,582,33.21,8.10%,Yes in unit,1,1,37,0,"10,557","111,335",9,19,
11011313 Sam Bass Cir , Brushy Creek Village,78681,1,1,540,16,14.30%,1,6.30%,825.00,1.53,800.00,1.48,3.00%,1984,1984,112,1.26,1.80%,Yes but not in unit,1,1,65,0,"7,130","67,362",10.8,18.8,
11011313 Sam Bass Cir , Brushy Creek Village,78681,1,1,560,32,28.60%,1,3.10%,850.00,1.52,825.00,1.47,3.00%,1984,1984,112,1.26,1.80%,Yes but not in unit,1,1,65,0,"7,130","67,362",10.8,18.8,
11011313 Sam Bass Cir , Brushy Creek Village,78681,2,1,760,16,14.30%,1,6.30%,"1,049.00",1.38,"1,023.00",1.35,2.50%,1984,1984,112,1.26,1.80%,Yes but not in unit,1,1,65,0,"7,130","67,362",10.8,18.8,
11011313 Sam Bass Cir , Brushy Creek Village,78681,2,1,780,32,28.60%,1,3.10%,950.00,1.22,926.00,1.19,2.50%,1984,1984,112,1.26,1.80%,Yes but not in unit,1,1,65,0,"7,130","67,362",10.8,18.8,
11011313 Sam Bass Cir , Brushy Creek Village,78681,2,1,940,8,7.10%,0,0.00%,"1,099.00",1.17,"1,071.00",1.14,2.50%,1984,1984,112,1.26,1.80%,Yes but not in unit,1,1,65,0,"7,130","67,362",10.8,18.8,
11011313 Sam Bass Cir , Brushy Creek Village,78681,2,2,980,8,7.10%,0,0.00%,"1,150.00",1.17,"1,121.00",1.14,2.50%,1984,1984,112,1.26,1.80%,Yes but not in unit,1,1,65,0,"7,130","67,362",10.8,18.8,
2700 N A W Grimes Blvd , Chandler Creek Apartments,78665,1,1,700,52,24.10%,3,5.80%,900.00,1.29,894.00,1.28,0.60%,2001,2001,216,14.28,5.10%,Yes but not in unit,1,1,11,0,"8,806","81,268",13.4,22,
2700 N A W Grimes Blvd , Chandler Creek Apartments,78665,2,2,"1,000",84,38.90%,4,4.80%,"1,135.00",1.14,"1,128.00",1.13,0.60%,2001,2001,216,14.28,5.10%,Yes but not in unit,1,1,11,0,"8,806","81,268",13.4,22,
2700 N A W Grimes Blvd , Chandler Creek Apartments,78665,3,2,"1,145",48,22.20%,2,4.20%,"1,330.00",1.16,"1,322.00",1.15,0.60%,2001,2001,216,14.28,5.10%,Yes but not in unit,1,1,11,0,"8,806","81,268",13.4,22,
2700 N A W Grimes Blvd , Chandler Creek Apartments,78665,4,2,"1,395",32,14.80%,2,6.30%,"1,440.00",1.03,"1,431.00",1.03,0.60%,2001,2001,216,14.28,5.10%,Yes but not in unit,1,1,11,0,"8,806","81,268",13.4,22,
1301 N AW Grimes Blvd , Palm Valley Apartments,78665,1,1,731,48,14.10%,8,16.70%,855.00,1.17,843.00,1.15,1.40%,2008,2008,340,17.52,9.40%,Yes but not in unit,1,1,41,0,"14,619","66,677",12.4,21,
1301 N AW Grimes Blvd , Palm Valley Apartments,78665,1,1,843,96,28.20%,8,8.30%,943.00,1.12,930.00,1.10,1.40%,2008,2008,340,17.52,9.40%,Yes but not in unit,1,1,41,0,"14,619","66,677",12.4,21,
1301 N AW Grimes Blvd , Palm Valley Apartments,78665,1,1,892,60,17.60%,8,13.30%,971.00,1.09,958.00,1.07,1.40%,2008,2008,340,17.52,9.40%,Yes but not in unit,1,1,41,0,"14,619","66,677",12.4,21,
1301 N AW Grimes Blvd , Palm Valley Apartments,78665,2,2,"1,101",48,14.10%,4,8.30%,"1,310.00",1.19,"1,297.00",1.18,1.00%,2008,2008,340,17.52,9.40%,Yes but not in unit,1,1,41,0,"14,619","66,677",12.4,21,
1301 N AW Grimes Blvd , Palm Valley Apartments,78665,2,2,"1,164",60,17.60%,4,6.70%,"1,346.00",1.16,"1,333.00",1.15,1.00%,2008,2008,340,17.52,9.40%,Yes but not in unit,1,1,41,0,"14,619","66,677",12.4,21,
1301 N AW Grimes Blvd , Palm Valley Apartments,78665,2,2,"1,237",8,2.40%,2,25.00%,"1,519.00",1.23,"1,504.00",1.22,1.00%,2008,2008,340,17.52,9.40%,Yes but not in unit,1,1,41,0,"14,619","66,677",12.4,21,
1301 N AW Grimes Blvd , Palm Valley Apartments,78665,3,2,"1,409",20,5.90%,8,40.00%,"1,491.00",1.06,"1,451.00",1.03,2.70%,2008,2008,340,17.52,9.40%,Yes but not in unit,1,1,41,0,"14,619","66,677",12.4,21,
600 Greenhill Dr , Crystal Creek Apartments,78665,1,1,550,64,44.40%,2,3.10%,745.00,1.35,741.00,1.35,0.50%,1987,1987,144,13.93,3.50%,Yes but not in unit,1,0,24,0,"9,667","55,687",12.5,20.5,
600 Greenhill Dr , Crystal Creek Apartments,78665,1,1,651,48,33.30%,2,4.20%,825.00,1.27,821.00,1.26,0.50%,1987,1987,144,13.93,3.50%,Yes but not in unit,1,0,24,0,"9,667","55,687",12.5,20.5,
600 Greenhill Dr , Crystal Creek Apartments,78665,2,2,886,24,16.70%,1,4.20%,985.00,1.11,980.00,1.11,0.50%,1987,1987,144,13.93,3.50%,Yes but not in unit,1,0,24,0,"9,667","55,687",12.5,20.5,
600 Greenhill Dr , Crystal Creek Apartments,78665,2,2,900,8,5.60%,0,0.00%,"1,015.00",1.13,"1,010.00",1.12,0.50%,1987,1987,144,13.93,3.50%,Yes but not in unit,1,0,24,0,"9,667","55,687",12.5,20.5,
610 Greenhill Dr , Crest Round Rock,78665,1,1,632,54,24.10%,3,5.60%,879.00,1.39,879.00,1.39,0.00%,2009,2009,224,13.93,3.10%,Yes in unit,1,0,32,0,"10,780","56,876",12.6,20.6,
610 Greenhill Dr , Crest Round Rock,78665,1,1,703,54,24.10%,8,14.80%,879.00,1.25,879.00,1.25,0.00%,2009,2009,224,13.93,3.10%,Yes in unit,1,0,32,0,"10,780","56,876",12.6,20.6,
610 Greenhill Dr , Crest Round Rock,78665,1,1,801,54,24.10%,1,1.90%,949.00,1.18,949.00,1.18,0.00%,2009,2009,224,13.93,3.10%,Yes in unit,1,0,32,0,"10,780","56,876",12.6,20.6,
610 Greenhill Dr , Crest Round Rock,78665,2,2,966,25,11.20%,3,12.00%,"1,159.00",1.20,"1,159.00",1.20,0.00%,2009,2009,224,13.93,3.10%,Yes in unit,1,0,32,0,"10,780","56,876",12.6,20.6,
610 Greenhill Dr , Crest Round Rock,78665,2,2,"1,063",25,11.20%,1,4.00%,"1,259.00",1.18,"1,259.00",1.18,0.00%,2009,2009,224,13.93,3.10%,Yes in unit,1,0,32,0,"10,780","56,876",12.6,20.6,
610 Greenhill Dr , Crest Round Rock,78665,3,2,"1,237",12,5.40%,3,25.00%,"1,389.00",1.12,"1,381.00",1.12,0.60%,2009,2009,224,13.93,3.10%,Yes in unit,1,0,32,0,"10,780","56,876",12.6,20.6,
901 Hidden Valley Dr , Las Brisas Luxury Apartment Homes,78665,1,1,751,105,25.40%,4,3.80%,850.00,1.13,841.00,1.12,1.00%,2007,2007,414,29.91,15.20%,Yes but not in unit,1,1,35,0,"10,404","78,717",14.6,22.6,
901 Hidden Valley Dr , Las Brisas Luxury Apartment Homes,78665,1,1,851,55,13.30%,5,9.10%,918.00,1.08,909.00,1.07,1.00%,2007,2007,414,29.91,15.20%,Yes but not in unit,1,1,35,0,"10,404","78,717",14.6,22.6,
901 Hidden Valley Dr , Las Brisas Luxury Apartment Homes,78665,2,2,"1,034",139,33.60%,4,2.90%,"1,148.00",1.11,"1,137.00",1.10,1.00%,2007,2007,414,29.91,15.20%,Yes but not in unit,1,1,35,0,"10,404","78,717",14.6,22.6,
901 Hidden Valley Dr , Las Brisas Luxury Apartment Homes,78665,2,2,"1,134",59,14.30%,6,10.20%,"1,161.00",1.02,"1,149.00",1.01,1.00%,2007,2007,414,29.91,15.20%,Yes but not in unit,1,1,35,0,"10,404","78,717",14.6,22.6,
901 Hidden Valley Dr , Las Brisas Luxury Apartment Homes,78665,3,2,"1,184",26,6.30%,8,30.80%,"1,305.00",1.10,"1,292.00",1.09,1.00%,2007,2007,414,29.91,15.20%,Yes but not in unit,1,1,35,0,"10,404","78,717",14.6,22.6,
901 Hidden Valley Dr , Las Brisas Luxury Apartment Homes,78665,3,2,"1,284",14,3.40%,6,42.90%,"1,360.00",1.06,"1,346.00",1.05,1.00%,2007,2007,414,29.91,15.20%,Yes but not in unit,1,1,35,0,"10,404","78,717",14.6,22.6,
901 Hidden Valley Dr , Las Brisas Luxury Apartment Homes,78665,3,2,"1,607",8,1.90%,0,0.00%,"1,634.00",1.02,"1,618.00",1.01,1.00%,2007,2007,414,29.91,15.20%,Yes but not in unit,1,1,35,0,"10,404","78,717",14.6,22.6,
901 Hidden Valley Dr , Las Brisas Luxury Apartment Homes,78665,3,2.5,"1,444",8,1.90%,0,0.00%,"1,504.00",1.04,"1,489.00",1.03,1.00%,2007,2007,414,29.91,15.20%,Yes but not in unit,1,1,35,0,"10,404","78,717",14.6,22.6,
1100 Hidden Valley Dr , Bartz Ranch Apartments,78665,1,1,736,72,24.30%,14,19.40%,"1,078.00",1.46,"1,070.00",1.45,0.80%,2017,2017,296,,6.80%,Yes in unit,0,0,29,0,"11,480","81,154",14.7,22.7,
1100 Hidden Valley Dr , Bartz Ranch Apartments,78665,1,1,754,17,5.70%,4,23.50%,"1,096.00",1.45,"1,088.00",1.44,0.80%,2017,2017,296,,6.80%,Yes in unit,0,0,29,0,"11,480","81,154",14.7,22.7,
1100 Hidden Valley Dr , Bartz Ranch Apartments,78665,1,1,867,1,0.30%,1,100.00%,"1,145.00",1.32,"1,136.00",1.31,0.80%,2017,2017,296,,6.80%,Yes in unit,0,0,29,0,"11,480","81,154",14.7,22.7,
1100 Hidden Valley Dr , Bartz Ranch Apartments,78665,1,1,886,94,31.80%,1,1.10%,"1,195.00",1.35,"1,186.00",1.34,0.80%,2017,2017,296,,6.80%,Yes in unit,0,0,29,0,"11,480","81,154",14.7,22.7,
1100 Hidden Valley Dr , Bartz Ranch Apartments,78665,2,2,"1,176",54,18.20%,8,14.80%,"1,410.00",1.20,"1,399.00",1.19,0.80%,2017,2017,296,,6.80%,Yes in unit,0,0,29,0,"11,480","81,154",14.7,22.7,
1100 Hidden Valley Dr , Bartz Ranch Apartments,78665,2,2,"1,251",32,10.80%,3,9.40%,"1,495.00",1.20,"1,483.00",1.19,0.80%,2017,2017,296,,6.80%,Yes in unit,0,0,29,0,"11,480","81,154",14.7,22.7,
1100 Hidden Valley Dr , Bartz Ranch Apartments,78665,2,2,"1,263",20,6.80%,0,0.00%,"1,535.00",1.22,"1,523.00",1.21,0.80%,2017,2017,296,,6.80%,Yes in unit,0,0,29,0,"11,480","81,154",14.7,22.7,
1100 Hidden Valley Dr , Bartz Ranch Apartments,78665,3,2,"1,446",6,2.00%,0,0.00%,"1,600.00",1.11,"1,580.00",1.09,1.20%,2017,2017,296,,6.80%,Yes in unit,0,0,29,0,"11,480","81,154",14.7,22.7,
1201 Hidden Valley Dr , Lone Oak,78665,1,1,768,27,8.90%,4,14.80%,"1,056.00",1.38,"1,050.00",1.37,0.60%,2014,2014,304,9.34,4.60%,Yes in unit,1,1,4,0,"11,445","80,441",14.7,22.7,
1201 Hidden Valley Dr , Lone Oak,78665,1,1,795,45,14.80%,1,2.20%,"1,069.00",1.34,"1,063.00",1.34,0.60%,2014,2014,304,9.34,4.60%,Yes in unit,1,1,4,0,"11,445","80,441",14.7,22.7,
1201 Hidden Valley Dr , Lone Oak,78665,1,1,839,56,18.40%,2,3.60%,"1,076.00",1.28,"1,070.00",1.28,0.60%,2014,2014,304,9.34,4.60%,Yes in unit,1,1,4,0,"11,445","80,441",14.7,22.7,
1201 Hidden Valley Dr , Lone Oak,78665,1,1,914,45,14.80%,3,6.70%,"1,196.00",1.31,"1,189.00",1.30,0.60%,2014,2014,304,9.34,4.60%,Yes in unit,1,1,4,0,"11,445","80,441",14.7,22.7,
1201 Hidden Valley Dr , Lone Oak,78665,2,2,"1,128",45,14.80%,13,28.90%,"1,313.00",1.16,"1,305.00",1.16,0.60%,2014,2014,304,9.34,4.60%,Yes in unit,1,1,4,0,"11,445","80,441",14.7,22.7,
1201 Hidden Valley Dr , Lone Oak,78665,2,2,"1,147",39,12.80%,5,12.80%,"1,368.00",1.19,"1,359.00",1.19,0.60%,2014,2014,304,9.34,4.60%,Yes in unit,1,1,4,0,"11,445","80,441",14.7,22.7,
1201 Hidden Valley Dr , Lone Oak,78665,2,2,"1,203",8,2.60%,0,0.00%,"1,283.00",1.07,"1,275.00",1.06,0.60%,2014,2014,304,9.34,4.60%,Yes in unit,1,1,4,0,"11,445","80,441",14.7,22.7,
1201 Hidden Valley Dr , Lone Oak,78665,2,2,"1,229",27,8.90%,2,7.40%,"1,480.00",1.20,"1,471.00",1.20,0.60%,2014,2014,304,9.34,4.60%,Yes in unit,1,1,4,0,"11,445","80,441",14.7,22.7,
1201 Hidden Valley Dr , Lone Oak,78665,3,2,"1,529",4,1.30%,0,0.00%,"1,676.00",1.10,"1,666.00",1.09,0.60%,2014,2014,304,9.34,4.60%,Yes in unit,1,1,4,0,"11,445","80,441",14.7,22.7,
1201 Hidden Valley Dr , Lone Oak,78665,3,2,"1,594",8,2.60%,2,25.00%,"1,626.00",1.02,"1,617.00",1.01,0.60%,2014,2014,304,9.34,4.60%,Yes in unit,1,1,4,0,"11,445","80,441",14.7,22.7,
1100 S Kenney Fort Blvd , Creekside at Kenney's Fort,78665,1,1,686,60,24.00%,1,1.70%,"1,040.00",1.52,"1,040.00",1.52,0.00%,2016,2016,250,15.27,7.20%,Yes in unit,1,1,2,0,"11,649","104,525",11.8,19.7,
1100 S Kenney Fort Blvd , Creekside at Kenney's Fort,78665,1,1,791,96,38.40%,3,3.10%,"1,045.00",1.32,"1,045.00",1.32,0.00%,2016,2016,250,15.27,7.20%,Yes in unit,1,1,2,0,"11,649","104,525",11.8,19.7,
1100 S Kenney Fort Blvd , Creekside at Kenney's Fort,78665,2,2,998,30,12.00%,6,20.00%,"1,385.00",1.39,"1,154.00",1.16,16.70%,2016,2016,250,15.27,7.20%,Yes in unit,1,1,2,0,"11,649","104,525",11.8,19.7,
1100 S Kenney Fort Blvd , Creekside at Kenney's Fort,78665,2,2,"1,094",48,19.20%,7,14.60%,"1,485.00",1.36,"1,238.00",1.13,16.70%,2016,2016,250,15.27,7.20%,Yes in unit,1,1,2,0,"11,649","104,525",11.8,19.7,
1100 S Kenney Fort Blvd , Creekside at Kenney's Fort,78665,3,2,"1,107",16,6.40%,1,6.30%,"1,555.00",1.40,"1,555.00",1.40,0.00%,2016,2016,250,15.27,7.20%,Yes in unit,1,1,2,0,"11,649","104,525",11.8,19.7,
1401 Satellite View , The Ace Apartments,78665,1,1,664,64,24.10%,52,81.30%,"1,079.00",1.63,989.00,1.49,8.30%,2018,2018,266,10.95,16.50%,Yes in unit,1,1,11,0,"11,328","84,044",15.6,23.6,
1401 Satellite View , The Ace Apartments,78665,1,1,687,18,6.80%,6,33.30%,"1,270.00",1.85,"1,164.00",1.69,8.30%,2018,2018,266,10.95,16.50%,Yes in unit,1,1,11,0,"11,328","84,044",15.6,23.6,
1401 Satellite View , The Ace Apartments,78665,1,1,751,62,23.30%,34,54.80%,"1,100.00",1.46,"1,008.00",1.34,8.30%,2018,2018,266,10.95,16.50%,Yes in unit,1,1,11,0,"11,328","84,044",15.6,23.6,
1401 Satellite View , The Ace Apartments,78665,1,1,827,15,5.60%,8,53.30%,"1,235.00",1.49,"1,132.00",1.37,8.30%,2018,2018,266,10.95,16.50%,Yes in unit,1,1,11,0,"11,328","84,044",15.6,23.6,
1401 Satellite View , The Ace Apartments,78665,1,1,828,9,3.40%,4,44.40%,"1,305.00",1.58,"1,196.00",1.44,8.30%,2018,2018,266,10.95,16.50%,Yes in unit,1,1,11,0,"11,328","84,044",15.6,23.6,
1401 Satellite View , The Ace Apartments,78665,1,1,945,2,0.80%,2,100.00%,"1,395.00",1.48,"1,279.00",1.35,8.40%,2018,2018,266,10.95,16.50%,Yes in unit,1,1,11,0,"11,328","84,044",15.6,23.6,
1401 Satellite View , The Ace Apartments,78665,2,2,"1,090",31,11.70%,30,96.80%,"1,445.00",1.33,"1,325.00",1.22,8.30%,2018,2018,266,10.95,16.50%,Yes in unit,1,1,11,0,"11,328","84,044",15.6,23.6,
1401 Satellite View , The Ace Apartments,78665,2,2,"1,202",29,10.90%,6,20.70%,"1,595.00",1.33,"1,462.00",1.22,8.30%,2018,2018,266,10.95,16.50%,Yes in unit,1,1,11,0,"11,328","84,044",15.6,23.6,
1401 Satellite View , The Ace Apartments,78665,2,2,"1,439",9,3.40%,6,66.70%,"1,819.00",1.26,"1,667.00",1.16,8.30%,2018,2018,266,10.95,16.50%,Yes in unit,1,1,11,0,"11,328","84,044",15.6,23.6,
1401 Satellite View , The Ace Apartments,78665,3,2,"1,390",27,10.20%,17,63.00%,"1,796.00",1.29,"1,646.00",1.18,8.30%,2018,2018,266,10.95,16.50%,Yes in unit,1,1,11,0,"11,328","84,044",15.6,23.6,
