Address,Building Name,Zip Code,Bed,Bath,Avg SF,# Units,Mix %,Units Available 0 Units,Units Available 0 Percent,Avg Asking Rent/Unit,Avg Asking Rent/SF,Avg Effective Rent/Unit,Avg Effective Rent/SF,Concessions 0 %,Year Built,Year Renovated,Units,Lande (Acres),Vacancy %,Washer/Dryer,Walk in Closet,Hardwood/Vinyl Floor,Walk Score,Transit Score,10Mile Population,10Mile Median Household Income,Miles from Domain,Miles fom Downtown,
2800 Sunrise Ranch Rd , City North at Sunrise Ranch,78665,1,1,786,80,20.80%,8,10.00%,933.00,1.19,933.00,1.19,0.00%,2008,2008,384,20.56,6.00%,Yes but not in unit,1,1,23,0,"12,706","63,586",13.9,21.9,
2800 Sunrise Ranch Rd , City North at Sunrise Ranch,78665,1,1,797,120,31.30%,8,6.70%,968.00,1.21,968.00,1.21,0.00%,2008,2008,384,20.56,6.00%,Yes but not in unit,1,1,23,0,"12,706","63,586",13.9,21.9,
2800 Sunrise Ranch Rd , City North at Sunrise Ranch,78665,1,1,844,40,10.40%,2,5.00%,931.00,1.10,931.00,1.10,0.00%,2008,2008,384,20.56,6.00%,Yes but not in unit,1,1,23,0,"12,706","63,586",13.9,21.9,
2800 Sunrise Ranch Rd , City North at Sunrise Ranch,78665,2,2,"1,083",36,9.40%,0,0.00%,"1,136.00",1.05,"1,136.00",1.05,0.00%,2008,2008,384,20.56,6.00%,Yes but not in unit,1,1,23,0,"12,706","63,586",13.9,21.9,
2800 Sunrise Ranch Rd , City North at Sunrise Ranch,78665,2,2,"1,148",36,9.40%,8,22.20%,"1,236.00",1.08,"1,236.00",1.08,0.00%,2008,2008,384,20.56,6.00%,Yes but not in unit,1,1,23,0,"12,706","63,586",13.9,21.9,
2800 Sunrise Ranch Rd , City North at Sunrise Ranch,78665,2,2,"1,191",18,4.70%,8,44.40%,"1,266.00",1.06,"1,266.00",1.06,0.00%,2008,2008,384,20.56,6.00%,Yes but not in unit,1,1,23,0,"12,706","63,586",13.9,21.9,
2800 Sunrise Ranch Rd , City North at Sunrise Ranch,78665,2,2,"1,239",18,4.70%,6,33.30%,"1,321.00",1.07,"1,321.00",1.07,0.00%,2008,2008,384,20.56,6.00%,Yes but not in unit,1,1,23,0,"12,706","63,586",13.9,21.9,
2800 Sunrise Ranch Rd , City North at Sunrise Ranch,78665,3,2,"1,336",36,9.40%,6,16.70%,"1,374.00",1.03,"1,374.00",1.03,0.00%,2008,2008,384,20.56,6.00%,Yes but not in unit,1,1,23,0,"12,706","63,586",13.9,21.9,
401 Teravista Pky , 401 Teravista Apartment Homes,78665,1,1,676,60,18.80%,8,13.30%,950.00,1.41,950.00,1.41,0.00%,2008,2008,320,16.00,5.00%,Yes in unit,1,1,54,0,"6,152","87,295",16,24,
401 Teravista Pky , 401 Teravista Apartment Homes,78665,1,1,767,72,22.50%,12,16.70%,985.00,1.28,985.00,1.28,0.00%,2008,2008,320,16.00,5.00%,Yes in unit,1,1,54,0,"6,152","87,295",16,24,
401 Teravista Pky , 401 Teravista Apartment Homes,78665,1,1,800,24,7.50%,10,41.70%,"1,040.00",1.30,"1,040.00",1.30,0.00%,2008,2008,320,16.00,5.00%,Yes in unit,1,1,54,0,"6,152","87,295",16,24,
401 Teravista Pky , 401 Teravista Apartment Homes,78665,1,1,948,8,2.50%,0,0.00%,"1,283.00",1.35,"1,283.00",1.35,0.00%,2008,2008,320,16.00,5.00%,Yes in unit,1,1,54,0,"6,152","87,295",16,24,
401 Teravista Pky , 401 Teravista Apartment Homes,78665,2,1,962,48,15.00%,12,25.00%,"1,195.00",1.24,"1,195.00",1.24,0.00%,2008,2008,320,16.00,5.00%,Yes in unit,1,1,54,0,"6,152","87,295",16,24,
401 Teravista Pky , 401 Teravista Apartment Homes,78665,2,2,"1,062",36,11.30%,6,16.70%,"1,375.00",1.29,"1,375.00",1.29,0.00%,2008,2008,320,16.00,5.00%,Yes in unit,1,1,54,0,"6,152","87,295",16,24,
401 Teravista Pky , 401 Teravista Apartment Homes,78665,2,2,"1,166",48,15.00%,20,41.70%,"1,315.00",1.13,"1,315.00",1.13,0.00%,2008,2008,320,16.00,5.00%,Yes in unit,1,1,54,0,"6,152","87,295",16,24,
401 Teravista Pky , 401 Teravista Apartment Homes,78665,3,2,"1,364",24,7.50%,6,25.00%,"1,581.00",1.16,"1,581.00",1.16,0.00%,2008,2008,320,16.00,5.00%,Yes in unit,1,1,54,0,"6,152","87,295",16,24,
599 University Blvd , Arrington Ridge,78665,1,1,665,24,7.70%,3,12.50%,945.00,1.42,945.00,1.42,0.00%,2016,2016,312,15.91,14.10%,Yes in unit,0,1,34,0,"10,897","80,824",14.6,22.6,
599 University Blvd , Arrington Ridge,78665,1,1,692,24,7.70%,3,12.50%,945.00,1.37,945.00,1.37,0.00%,2016,2016,312,15.91,14.10%,Yes in unit,0,1,34,0,"10,897","80,824",14.6,22.6,
599 University Blvd , Arrington Ridge,78665,1,1,802,72,23.10%,0,0.00%,"1,020.00",1.27,"1,020.00",1.27,0.00%,2016,2016,312,15.91,14.10%,Yes in unit,0,1,34,0,"10,897","80,824",14.6,22.6,
599 University Blvd , Arrington Ridge,78665,2,2,"1,065",72,23.10%,6,8.30%,"1,305.00",1.23,"1,305.00",1.23,0.00%,2016,2016,312,15.91,14.10%,Yes in unit,0,1,34,0,"10,897","80,824",14.6,22.6,
599 University Blvd , Arrington Ridge,78665,2,2,"1,096",72,23.10%,6,8.30%,"1,305.00",1.19,"1,305.00",1.19,0.00%,2016,2016,312,15.91,14.10%,Yes in unit,0,1,34,0,"10,897","80,824",14.6,22.6,
599 University Blvd , Arrington Ridge,78665,3,2,"1,311",48,15.40%,3,6.30%,"1,560.00",1.19,"1,560.00",1.19,0.00%,2016,2016,312,15.91,14.10%,Yes in unit,0,1,34,0,"10,897","80,824",14.6,22.6,
1700 University Blvd , Bell at Teravista,78665,1,1,639,46,14.50%,2,4.40%,855.00,1.34,850.00,1.33,0.60%,2008,2008,318,23.09,8.20%,Yes in unit,1,0,13,0,"5,736","96,927",16.1,24.1,
1700 University Blvd , Bell at Teravista,78665,1,1,720,69,21.70%,5,7.30%,935.00,1.30,930.00,1.29,0.60%,2008,2008,318,23.09,8.20%,Yes in unit,1,0,13,0,"5,736","96,927",16.1,24.1,
1700 University Blvd , Bell at Teravista,78665,1,1,819,57,17.90%,5,8.80%,930.00,1.14,925.00,1.13,0.60%,2008,2008,318,23.09,8.20%,Yes in unit,1,0,13,0,"5,736","96,927",16.1,24.1,
1700 University Blvd , Bell at Teravista,78665,1,1,990,18,5.70%,3,16.70%,"1,155.00",1.17,"1,149.00",1.16,0.60%,2008,2008,318,23.09,8.20%,Yes in unit,1,0,13,0,"5,736","96,927",16.1,24.1,
1700 University Blvd , Bell at Teravista,78665,2,2,"1,046",20,6.30%,6,30.00%,"1,150.00",1.10,"1,150.00",1.10,0.00%,2008,2008,318,23.09,8.20%,Yes in unit,1,0,13,0,"5,736","96,927",16.1,24.1,
1700 University Blvd , Bell at Teravista,78665,2,2,"1,156",84,26.40%,6,7.10%,"1,180.00",1.02,"1,180.00",1.02,0.00%,2008,2008,318,23.09,8.20%,Yes in unit,1,0,13,0,"5,736","96,927",16.1,24.1,
1700 University Blvd , Bell at Teravista,78665,2,2,"1,208",18,5.70%,6,33.30%,"1,265.00",1.05,"1,265.00",1.05,0.00%,2008,2008,318,23.09,8.20%,Yes in unit,1,0,13,0,"5,736","96,927",16.1,24.1,
1700 University Blvd , Bell at Teravista,78665,3,2,"1,560",6,1.90%,1,16.70%,"1,545.00",0.99,"1,545.00",0.99,0.00%,2008,2008,318,23.09,8.20%,Yes in unit,1,0,13,0,"5,736","96,927",16.1,24.1,
300 S A W Grimes Blvd , Colonial Grand at Ashton Oaks,78664,1,1,719,154,42.50%,22,14.30%,928.00,1.29,928.00,1.29,0.00%,2008,2008,362,25.28,5.00%,Yes in unit,1,1,23,0,"17,241","62,905",11.5,19.2,
300 S A W Grimes Blvd , Colonial Grand at Ashton Oaks,78664,1,1,735,26,7.20%,4,15.40%,"1,028.00",1.40,"1,028.00",1.40,0.00%,2008,2008,362,25.28,5.00%,Yes in unit,1,1,23,0,"17,241","62,905",11.5,19.2,
300 S A W Grimes Blvd , Colonial Grand at Ashton Oaks,78664,2,2,959,142,39.20%,10,7.00%,"1,098.00",1.14,"1,082.00",1.13,1.40%,2008,2008,362,25.28,5.00%,Yes in unit,1,1,23,0,"17,241","62,905",11.5,19.2,
300 S A W Grimes Blvd , Colonial Grand at Ashton Oaks,78664,2,2,970,20,5.50%,2,10.00%,"1,133.00",1.17,"1,117.00",1.15,1.40%,2008,2008,362,25.28,5.00%,Yes in unit,1,1,23,0,"17,241","62,905",11.5,19.2,
300 S A W Grimes Blvd , Colonial Grand at Ashton Oaks,78664,3,3,"1,129",20,5.50%,2,10.00%,"1,488.00",1.32,"1,488.00",1.32,0.00%,2008,2008,362,25.28,5.00%,Yes in unit,1,1,23,0,"17,241","62,905",11.5,19.2,
101 E Bowman Dr , Bowmans Walk,78664,0,1,408,48,48.00%,8,16.70%,850.00,2.08,777.00,1.91,8.50%,1984,1984,100,5.02,100.00%,Yes but not in unit,1,1,49,0,"11,800","55,036",11.5,19.5,
101 E Bowman Dr , Bowmans Walk,78664,1,1,618,32,32.00%,6,18.80%,950.00,1.54,873.00,1.41,8.20%,1984,1984,100,5.02,100.00%,Yes but not in unit,1,1,49,0,"11,800","55,036",11.5,19.5,
101 E Bowman Dr , Bowmans Walk,78664,2,2,918,20,20.00%,8,40.00%,"1,095.00",1.19,"1,078.00",1.17,1.60%,1984,1984,100,5.02,100.00%,Yes but not in unit,1,1,49,0,"11,800","55,036",11.5,19.5,
1101 Georgetown St , Summerset,78664,0,1,473,28,14.30%,1,3.60%,795.00,1.68,788.00,1.67,0.80%,1983,1983,196,9.70,8.70%,Yes but not in unit,1,1,60,0,"16,704","56,538",11,19.8,
1101 Georgetown St , Summerset,78664,1,1,667,64,32.70%,1,1.60%,855.00,1.28,770.00,1.15,9.90%,1983,1983,196,9.70,8.70%,Yes but not in unit,1,1,60,0,"16,704","56,538",11,19.8,
1101 Georgetown St , Summerset,78664,2,1,863,42,21.40%,1,2.40%,975.00,1.13,878.00,1.02,10.00%,1983,1983,196,9.70,8.70%,Yes but not in unit,1,1,60,0,"16,704","56,538",11,19.8,
1101 Georgetown St , Summerset,78664,2,2,932,46,23.50%,3,6.50%,"1,025.00",1.10,923.00,0.99,10.00%,1983,1983,196,9.70,8.70%,Yes but not in unit,1,1,60,0,"16,704","56,538",11,19.8,
1101 Georgetown St , Summerset,78664,3,2,"1,100",16,8.20%,3,18.80%,"1,300.00",1.18,"1,246.00",1.13,4.20%,1983,1983,196,9.70,8.70%,Yes but not in unit,1,1,60,0,"16,704","56,538",11,19.8,
1500 Lawnmont Dr , Belmont Place,78664,1,1,702,90,47.90%,1,1.10%,969.00,1.38,969.00,1.38,0.00%,1984,1984,188,8.98,4.80%,Yes but not in unit,1,0,48,0,"14,103","55,043",9.1,17.3,
1500 Lawnmont Dr , Belmont Place,78664,2,1,850,66,35.10%,2,3.00%,"1,189.00",1.40,"1,189.00",1.40,0.00%,1984,1984,188,8.98,4.80%,Yes but not in unit,1,0,48,0,"14,103","55,043",9.1,17.3,
1500 Lawnmont Dr , Belmont Place,78664,2,2,960,32,17.00%,3,9.40%,"1,300.00",1.35,"1,300.00",1.35,0.00%,1984,1984,188,8.98,4.80%,Yes but not in unit,1,0,48,0,"14,103","55,043",9.1,17.3,
1501 Lawnmont Dr , Apple Creek Apartments,78664,1,1,460,24,13.60%,0,0.00%,675.00,1.47,675.00,1.47,0.00%,1984,1984,176,8.98,0.00%,Yes but not in unit,1,0,43,0,"13,999","55,035",9.2,17.4,
1501 Lawnmont Dr , Apple Creek Apartments,78664,1,1,600,24,13.60%,0,0.00%,725.00,1.21,725.00,1.21,0.00%,1984,1984,176,8.98,0.00%,Yes but not in unit,1,0,43,0,"13,999","55,035",9.2,17.4,
1501 Lawnmont Dr , Apple Creek Apartments,78664,2,1,700,64,36.40%,0,0.00%,775.00,1.11,775.00,1.11,0.00%,1984,1984,176,8.98,0.00%,Yes but not in unit,1,0,43,0,"13,999","55,035",9.2,17.4,
1501 Lawnmont Dr , Apple Creek Apartments,78664,2,2,860,64,36.40%,0,0.00%,850.00,0.99,850.00,0.99,0.00%,1984,1984,176,8.98,0.00%,Yes but not in unit,1,0,43,0,"13,999","55,035",9.2,17.4,
650 Louis Henna Blvd , Cordevalle,78664,1,1,624,72,25.70%,16,22.20%,920.00,1.47,805.00,1.29,12.50%,2014,2014,280,,10.00%,Yes but not in unit,1,1,29,0,"11,894","69,824",9.2,17.1,
650 Louis Henna Blvd , Cordevalle,78664,1,1,673,112,40.00%,18,16.10%,952.00,1.41,832.00,1.24,12.50%,2014,2014,280,,10.00%,Yes but not in unit,1,1,29,0,"11,894","69,824",9.2,17.1,
650 Louis Henna Blvd , Cordevalle,78664,1,1,767,24,8.60%,10,41.70%,"1,090.00",1.42,954.00,1.24,12.50%,2014,2014,280,,10.00%,Yes but not in unit,1,1,29,0,"11,894","69,824",9.2,17.1,
650 Louis Henna Blvd , Cordevalle,78664,2,2,"1,094",36,12.90%,14,38.90%,"1,465.00",1.34,"1,073.00",0.98,26.70%,2014,2014,280,,10.00%,Yes but not in unit,1,1,29,0,"11,894","69,824",9.2,17.1,
650 Louis Henna Blvd , Cordevalle,78664,2,2,"1,186",36,12.90%,20,55.60%,"1,430.00",1.21,"1,048.00",0.88,26.70%,2014,2014,280,,10.00%,Yes but not in unit,1,1,29,0,"11,894","69,824",9.2,17.1,
670 Louis Henna Blvd , Regency at Dell Ranch Apartments,78664,1,1,733,31,12.10%,2,6.50%,"1,025.00",1.40,"1,018.00",1.39,0.70%,2001,2018,256,12.33,5.90%,Yes but not in unit,0,1,21,0,"12,376","69,069",9.2,17.2,
670 Louis Henna Blvd , Regency at Dell Ranch Apartments,78664,1,1,871,32,12.50%,2,6.30%,"1,058.00",1.21,"1,051.00",1.21,0.70%,2001,2018,256,12.33,5.90%,Yes but not in unit,0,1,21,0,"12,376","69,069",9.2,17.2,
670 Louis Henna Blvd , Regency at Dell Ranch Apartments,78664,1,1,881,31,12.10%,0,0.00%,"1,095.00",1.24,"1,087.00",1.23,0.70%,2001,2018,256,12.33,5.90%,Yes but not in unit,0,1,21,0,"12,376","69,069",9.2,17.2,
670 Louis Henna Blvd , Regency at Dell Ranch Apartments,78664,1,1,889,32,12.50%,4,12.50%,"1,102.00",1.24,"1,094.00",1.23,0.70%,2001,2018,256,12.33,5.90%,Yes but not in unit,0,1,21,0,"12,376","69,069",9.2,17.2,
670 Louis Henna Blvd , Regency at Dell Ranch Apartments,78664,2,2,995,49,19.10%,14,28.60%,"1,246.00",1.25,"1,225.00",1.23,1.70%,2001,2018,256,12.33,5.90%,Yes but not in unit,0,1,21,0,"12,376","69,069",9.2,17.2,
670 Louis Henna Blvd , Regency at Dell Ranch Apartments,78664,2,2,"1,297",55,21.50%,8,14.60%,"1,380.00",1.06,"1,357.00",1.05,1.70%,2001,2018,256,12.33,5.90%,Yes but not in unit,0,1,21,0,"12,376","69,069",9.2,17.2,
670 Louis Henna Blvd , Regency at Dell Ranch Apartments,78664,3,2,"1,486",26,10.20%,6,23.10%,"1,742.00",1.17,"1,721.00",1.16,1.20%,2001,2018,256,12.33,5.90%,Yes but not in unit,0,1,21,0,"12,376","69,069",9.2,17.2,
700 Louis Henna Blvd , Madison at Dell Ranch Apartments,78664,1,1,491,16,6.70%,2,12.50%,810.00,1.65,792.00,1.61,2.20%,1998,1998,240,13.23,2.90%,Yes but not in unit,0,0,31,0,"11,829","70,175",9.2,17.2,
700 Louis Henna Blvd , Madison at Dell Ranch Apartments,78664,1,1,673,72,30.00%,3,4.20%,"1,057.00",1.57,"1,034.00",1.54,2.20%,1998,1998,240,13.23,2.90%,Yes but not in unit,0,0,31,0,"11,829","70,175",9.2,17.2,
700 Louis Henna Blvd , Madison at Dell Ranch Apartments,78664,1,1,797,56,23.30%,8,14.30%,"1,035.00",1.30,"1,013.00",1.27,2.20%,1998,1998,240,13.23,2.90%,Yes but not in unit,0,0,31,0,"11,829","70,175",9.2,17.2,
700 Louis Henna Blvd , Madison at Dell Ranch Apartments,78664,2,2,850,56,23.30%,5,8.90%,989.00,1.16,974.00,1.15,1.50%,1998,1998,240,13.23,2.90%,Yes but not in unit,0,0,31,0,"11,829","70,175",9.2,17.2,
700 Louis Henna Blvd , Madison at Dell Ranch Apartments,78664,2,2,997,40,16.70%,2,5.00%,"1,377.00",1.38,"1,356.00",1.36,1.50%,1998,1998,240,13.23,2.90%,Yes but not in unit,0,0,31,0,"11,829","70,175",9.2,17.2,
2501 Louis Henna Blvd , Montelena Apartment Homes,78664,1,1,700,28,12.10%,1,3.60%,"1,014.00",1.45,"1,014.00",1.45,0.00%,1998,1998,232,18.76,4.30%,Yes in unit,1,1,2,0,"10,339","79,946",11.4,19.3,
2501 Louis Henna Blvd , Montelena Apartment Homes,78664,2,2,"1,002",108,46.60%,4,3.70%,986.00,0.98,813.00,0.81,17.60%,1998,1998,232,18.76,4.30%,Yes in unit,1,1,2,0,"10,339","79,946",11.4,19.3,
2501 Louis Henna Blvd , Montelena Apartment Homes,78664,3,2,"1,143",72,31.00%,3,4.20%,"1,606.00",1.41,"1,606.00",1.41,0.00%,1998,1998,232,18.76,4.30%,Yes in unit,1,1,2,0,"10,339","79,946",11.4,19.3,
2501 Louis Henna Blvd , Montelena Apartment Homes,78664,4,2,"1,395",24,10.30%,1,4.20%,"1,500.00",1.08,"1,500.00",1.08,0.00%,1998,1998,232,18.76,4.30%,Yes in unit,1,1,2,0,"10,339","79,946",11.4,19.3,
1200 S Mays St , Derby Park,78664,1,1,517,40,20.00%,2,5.00%,859.00,1.66,859.00,1.66,0.00%,1987,1987,200,10.01,4.00%,Yes but not in unit,1,1,62,0,"13,134","54,860",9,17.2,
1200 S Mays St , Derby Park,78664,1,1,577,28,14.00%,1,3.60%,879.00,1.52,879.00,1.52,0.00%,1987,1987,200,10.01,4.00%,Yes but not in unit,1,1,62,0,"13,134","54,860",9,17.2,
1200 S Mays St , Derby Park,78664,1,1,664,52,26.00%,2,3.90%,899.00,1.35,899.00,1.35,0.00%,1987,1987,200,10.01,4.00%,Yes but not in unit,1,1,62,0,"13,134","54,860",9,17.2,
1200 S Mays St , Derby Park,78664,1,1,724,16,8.00%,1,6.30%,929.00,1.28,929.00,1.28,0.00%,1987,1987,200,10.01,4.00%,Yes but not in unit,1,1,62,0,"13,134","54,860",9,17.2,
1200 S Mays St , Derby Park,78664,2,1,850,32,16.00%,1,3.10%,"1,049.00",1.23,"1,049.00",1.23,0.00%,1987,1987,200,10.01,4.00%,Yes but not in unit,1,1,62,0,"13,134","54,860",9,17.2,
1200 S Mays St , Derby Park,78664,2,2,884,32,16.00%,1,3.10%,"1,149.00",1.30,"1,149.00",1.30,0.00%,1987,1987,200,10.01,4.00%,Yes but not in unit,1,1,62,0,"13,134","54,860",9,17.2,
1200 E Old Settlers Blvd , Springs at Round Rock,78664,0,1,525,16,6.20%,2,12.50%,918.00,1.75,912.00,1.74,0.70%,2017,2017,260,19.25,5.40%,no,1,1,26,0,"12,391","59,738",13,21,
1200 E Old Settlers Blvd , Springs at Round Rock,78664,0,1,623,16,6.20%,4,25.00%,934.00,1.50,927.00,1.49,0.70%,2017,2017,260,19.25,5.40%,no,1,1,26,0,"12,391","59,738",13,21,
1200 E Old Settlers Blvd , Springs at Round Rock,78664,1,1,760,30,11.50%,3,10.00%,"1,130.00",1.49,"1,122.00",1.48,0.70%,2017,2017,260,19.25,5.40%,no,1,1,26,0,"12,391","59,738",13,21,
1200 E Old Settlers Blvd , Springs at Round Rock,78664,1,1,816,15,5.80%,2,13.30%,"1,076.00",1.32,"1,068.00",1.31,0.70%,2017,2017,260,19.25,5.40%,no,1,1,26,0,"12,391","59,738",13,21,
1200 E Old Settlers Blvd , Springs at Round Rock,78664,1,1,857,15,5.80%,0,0.00%,"1,061.00",1.24,"1,054.00",1.23,0.70%,2017,2017,260,19.25,5.40%,no,1,1,26,0,"12,391","59,738",13,21,
1200 E Old Settlers Blvd , Springs at Round Rock,78664,1,1,909,15,5.80%,1,6.70%,"1,107.00",1.22,"1,099.00",1.21,0.70%,2017,2017,260,19.25,5.40%,no,1,1,26,0,"12,391","59,738",13,21,
1200 E Old Settlers Blvd , Springs at Round Rock,78664,2,2,"1,062",30,11.50%,2,6.70%,"1,371.00",1.29,"1,361.00",1.28,0.70%,2017,2017,260,19.25,5.40%,no,1,1,26,0,"12,391","59,738",13,21,
1200 E Old Settlers Blvd , Springs at Round Rock,78664,2,2,"1,088",30,11.50%,3,10.00%,"1,330.00",1.22,"1,320.00",1.21,0.70%,2017,2017,260,19.25,5.40%,no,1,1,26,0,"12,391","59,738",13,21,
1200 E Old Settlers Blvd , Springs at Round Rock,78664,2,2,"1,152",15,5.80%,0,0.00%,"1,317.00",1.14,"1,308.00",1.14,0.70%,2017,2017,260,19.25,5.40%,no,1,1,26,0,"12,391","59,738",13,21,
1200 E Old Settlers Blvd , Springs at Round Rock,78664,2,2,"1,185",30,11.50%,4,13.30%,"1,377.00",1.16,"1,367.00",1.15,0.70%,2017,2017,260,19.25,5.40%,no,1,1,26,0,"12,391","59,738",13,21,
1200 E Old Settlers Blvd , Springs at Round Rock,78664,3,2,"1,334",32,12.30%,0,0.00%,"1,630.00",1.22,"1,619.00",1.21,0.70%,2017,2017,260,19.25,5.40%,no,1,1,26,0,"12,391","59,738",13,21,
1200 E Old Settlers Blvd , Springs at Round Rock,78664,3,2,"1,430",16,6.20%,1,6.30%,"1,624.00",1.14,"1,613.00",1.13,0.70%,2017,2017,260,19.25,5.40%,no,1,1,26,0,"12,391","59,738",13,21,
1201 E Old Settlers St , Parkwood Terrace,78664,1,1,777,24,16.70%,0,0.00%,890.00,1.15,888.00,1.14,0.20%,2001,2001,144,7.85,70.00%,Yes in unit,1,0,17,0,"14,264","60,254",13.6,21.6,
1201 E Old Settlers St , Parkwood Terrace,78664,2,1,950,48,33.30%,0,0.00%,"1,104.00",1.16,"1,102.00",1.16,0.30%,2001,2001,144,7.85,70.00%,Yes in unit,1,0,17,0,"14,264","60,254",13.6,21.6,
1201 E Old Settlers St , Parkwood Terrace,78664,2,2,"1,050",32,22.20%,1,3.10%,"1,115.00",1.06,"1,112.00",1.06,0.30%,2001,2001,144,7.85,70.00%,Yes in unit,1,0,17,0,"14,264","60,254",13.6,21.6,
1201 E Old Settlers St , Parkwood Terrace,78664,2,2,"1,150",24,16.70%,1,4.20%,"1,215.00",1.06,"1,212.00",1.05,0.30%,2001,2001,144,7.85,70.00%,Yes in unit,1,0,17,0,"14,264","60,254",13.6,21.6,
1201 E Old Settlers St , Parkwood Terrace,78664,3,2,"1,250",8,5.60%,1,12.50%,"1,400.00",1.12,"1,390.00",1.11,0.70%,2001,2001,144,7.85,70.00%,Yes in unit,1,0,17,0,"14,264","60,254",13.6,21.6,
1201 E Old Settlers St , Parkwood Terrace,78664,3,2,"1,350",8,5.60%,1,12.50%,"1,415.00",1.05,"1,405.00",1.04,0.70%,2001,2001,144,7.85,70.00%,Yes in unit,1,0,17,0,"14,264","60,254",13.6,21.6,
1525 Palm Valley Blvd , The Creek Apartments,78664,1,1,520,12,7.80%,0,0.00%,769.00,1.48,750.00,1.44,2.40%,1985,1985,154,11.60,13.60%,Yes but not in unit,1,1,37,0,"17,816","58,529",12.2,20.2,
1525 Palm Valley Blvd , The Creek Apartments,78664,1,1,700,81,52.60%,5,6.20%,861.00,1.23,840.00,1.20,2.40%,1985,1985,154,11.60,13.60%,Yes but not in unit,1,1,37,0,"17,816","58,529",12.2,20.2,
1525 Palm Valley Blvd , The Creek Apartments,78664,2,1,925,37,24.00%,2,5.40%,994.00,1.07,954.00,1.03,4.00%,1985,1985,154,11.60,13.60%,Yes but not in unit,1,1,37,0,"17,816","58,529",12.2,20.2,
1525 Palm Valley Blvd , The Creek Apartments,78664,2,2,"1,000",24,15.60%,4,16.70%,"1,067.00",1.07,"1,025.00",1.02,4.00%,1985,1985,154,11.60,13.60%,Yes but not in unit,1,1,37,0,"17,816","58,529",12.2,20.2,
515 E Palm Valley Blvd , Steeplechase Luxury Apartments,78664,1,1,620,60,18.50%,2,3.30%,859.00,1.39,854.00,1.38,0.60%,1995,1995,324,17.13,4.00%,Yes but not in unit,1,1,48,0,"14,101","53,690",11.4,19.4,
515 E Palm Valley Blvd , Steeplechase Luxury Apartments,78664,1,1,804,72,22.20%,3,4.20%,959.00,1.19,954.00,1.19,0.60%,1995,1995,324,17.13,4.00%,Yes but not in unit,1,1,48,0,"14,101","53,690",11.4,19.4,
515 E Palm Valley Blvd , Steeplechase Luxury Apartments,78664,2,1,860,36,11.10%,1,2.80%,"1,045.00",1.22,"1,039.00",1.21,0.60%,1995,1995,324,17.13,4.00%,Yes but not in unit,1,1,48,0,"14,101","53,690",11.4,19.4,
515 E Palm Valley Blvd , Steeplechase Luxury Apartments,78664,2,2,995,132,40.70%,5,3.80%,"1,099.00",1.10,"1,093.00",1.10,0.60%,1995,1995,324,17.13,4.00%,Yes but not in unit,1,1,48,0,"14,101","53,690",11.4,19.4,
515 E Palm Valley Blvd , Steeplechase Luxury Apartments,78664,3,2,"1,152",24,7.40%,1,4.20%,"1,352.00",1.17,"1,344.00",1.17,0.60%,1995,1995,324,17.13,4.00%,Yes but not in unit,1,1,48,0,"14,101","53,690",11.4,19.4,
1801 E Palm Valley Blvd , Rocking Horse Ranch,78664,1,1,622,84,23.60%,2,2.40%,910.00,1.46,881.00,1.42,3.10%,1998,1998,356,19.76,2.50%,Yes but not in unit,1,0,47,0,"16,426","61,021",12.1,19.8,
1801 E Palm Valley Blvd , Rocking Horse Ranch,78664,1,1,720,76,21.30%,5,6.60%,935.00,1.30,906.00,1.26,3.10%,1998,1998,356,19.76,2.50%,Yes but not in unit,1,0,47,0,"16,426","61,021",12.1,19.8,
1801 E Palm Valley Blvd , Rocking Horse Ranch,78664,2,1,850,44,12.40%,1,2.30%,"1,090.00",1.28,"1,066.00",1.25,2.30%,1998,1998,356,19.76,2.50%,Yes but not in unit,1,0,47,0,"16,426","61,021",12.1,19.8,
1801 E Palm Valley Blvd , Rocking Horse Ranch,78664,2,2,"1,002",62,17.40%,1,1.60%,"1,225.00",1.22,"1,197.00",1.19,2.30%,1998,1998,356,19.76,2.50%,Yes but not in unit,1,0,47,0,"16,426","61,021",12.1,19.8,
1801 E Palm Valley Blvd , Rocking Horse Ranch,78664,2,2,"1,115",62,17.40%,1,1.60%,"1,340.00",1.20,"1,310.00",1.17,2.30%,1998,1998,356,19.76,2.50%,Yes but not in unit,1,0,47,0,"16,426","61,021",12.1,19.8,
1801 E Palm Valley Blvd , Rocking Horse Ranch,78664,3,2,"1,330",16,4.50%,0,0.00%,"1,428.00",1.07,"1,414.00",1.06,1.00%,1998,1998,356,19.76,2.50%,Yes but not in unit,1,0,47,0,"16,426","61,021",12.1,19.8,
1801 E Palm Valley Blvd , Rocking Horse Ranch,78664,3,2,"1,515",12,3.40%,1,8.30%,"1,572.00",1.04,"1,556.00",1.03,1.00%,1998,1998,356,19.76,2.50%,Yes but not in unit,1,0,47,0,"16,426","61,021",12.1,19.8,
1800 Plateau Vista Blvd , Colonial Grand at Round Rock,78664,1,1,680,45,10.70%,8,17.80%,910.00,1.34,910.00,1.34,0.00%,2006,2006,422,26.93,6.20%,Yes in unit,1,0,47,0,"16,196","63,661",12.2,20.8,
